State,Division,Candidate,Party,Votes,Percent
QLD,Herbert,"BODERO, Victor",QLP,2181,5.1
QLD,Herbert,"HARDING, Ted",ALP,20839,49
QLD,Herbert,"MURRAY, John",LP,18296,43.1
QLD,Kennedy,"HALLORAN, Thomas",CP,10723,31.5
QLD,Kennedy,"RIORDAN, Hon William",ALP,21124,62.1
QLD,Kennedy,"WRIGHT, Harold",QLP,2163,6.4
QLD,Leichhardt,"FULTON, William",ALP,26243,66.3
QLD,Leichhardt,"TREMBATH, Arthur",QLP,2485,6.3
QLD,Leichhardt,"WILES, Reginald",CP,10839,27.4
QLD,Lilley,"ANDREWS, Francis",QLP,4361,10.1
QLD,Lilley,"CAMERON, Donald",ALP,20186,46.6
QLD,Lilley,"WIGHT, Bruce",LP,18755,43.3
QLD,Mcpherson,"BARNES, Charles",CP,28076,53.8
QLD,Mcpherson,"KIRKEGAARD, Jens",IND,797,1.5
QLD,Mcpherson,"MASTERTON, Thomas",IND,624,1.2
QLD,Mcpherson,"O'CONNELL, John",QLP,3406,6.5
QLD,Mcpherson,"WARE, William",ALP,19293,37
QLD,Maranoa,"ALEXANDER, Trevor",ALP,16390,44.3
QLD,Maranoa,"BRIMBLECOMBE, Wilfred",CP,17554,47.5
QLD,Maranoa,"HURLEY, Bryan",QLP,3013,8.2
QLD,Moreton,"HAGEN, Christian",QLP,3882,7.4
QLD,Moreton,"JULIUS, Max",CPA,676,1.3
QLD,Moreton,"KILLEN, Jim",LP,22667,43.3
QLD,Moreton,"O'DONNELL, John",ALP,25123,48
QLD,Oxley,"CAMERON, Hon Dr Donald",LP,18272,43.3
QLD,Oxley,"HAYDEN, Bill",ALP,22247,52.7
QLD,Oxley,"RAWLE, Kenneth",QLP,1720,4.1
QLD,Petrie,"GUILFOYLE, Cecil",IND,1314,2.4
QLD,Petrie,"HULME, Hon Alan",LP,22516,41.9
QLD,Petrie,"O'BRIEN, Reginald",ALP,26468,49.2
QLD,Petrie,"O'MARA, Francis",IND,266,0.5
QLD,Petrie,"STURLING, Trevol",QLP,3179,5.9
QLD,Ryan,"DRURY, Nigel",LP,24984,52.2
QLD,Ryan,"GUYATT, Barbara",ALP,19132,40
QLD,Ryan,"LONG, Michael",QLP,3771,7.9
QLD,Wide Bay,"BANDIDT, Henry",CP,16578,40.6
QLD,Wide Bay,"DUNN, James",IND,730,1.8
QLD,Wide Bay,"HANSEN, Brendan",ALP,21808,53.4
QLD,Wide Bay,"MCDONNELL, Edward",QLP,1747,4.3
SA,Adelaide,"COCK, Ursula",DLP,3276,9.7
SA,Adelaide,"RUNDLE, John",LP,11648,34.5
SA,Adelaide,"SEXTON, Joseph",ALP,18804,55.8
SA,Angas,"BALOGH, John",DLP,2853,7.1
SA,Angas,"BUSBRIDGE, Arnold",ALP,14587,36.3
SA,Angas,"DOWNER, Hon Alexander",LP,22798,56.7
SA,Barker,"ALCOCK, Norman",ALP,17428,40
SA,Barker,"COFFEY, Charles",DLP,1364,3.1
SA,Barker,"FORBES, Dr James",LP,23732,54.4
SA,Barker,"GARTNER, John",IND,1089,2.5
SA,Bonython,"ELLIS, Thomas",IND,2938,5.3
SA,Bonython,"MCLACHLAN, Margaret",LP,13562,24.3
SA,Bonython,"MAKIN, Hon Norman",ALP,35245,63.2
SA,Bonython,"MILLER, Alan",CPA,695,1.2
SA,Bonython,"TIMLIN, Edward",DLP,3331,6
SA,Boothby,"BASTEN, Ronald",ALP,17206,42.1
SA,Boothby,"FARRELL, Edward",DLP,2660,6.5
SA,Boothby,"MCLEAY, Hon John",LP,20976,51.4
SA,Grey,"DODGSON, Arthur",LP,16155,38.2
SA,Grey,"MILLS, Richard",DLP,1512,3.6
SA,Grey,"RUSSELL, Edgar",ALP,24642,58.2
SA,Hindmarsh,"CAMERON, Clyde",ALP,31194,67.9
SA,Hindmarsh,"HOLASEK, Cyril",DLP,2097,4.6
SA,Hindmarsh,"LIEBETRAU, Karl-Juergen",LP,12619,27.5
SA,Kingston,"CROWE, Brian",DLP,5026,8.7
SA,Kingston,"GALVIN, Patrick",ALP,32279,56.2
SA,Kingston,"MCCOY, John",LP,20144,35.1
SA,Port Adelaide,"BASISOVS, George",DLP,3290,7.9
SA,Port Adelaide,"KELLY, Kimball",LP,7556,18.1
SA,Port Adelaide,"SYMON, Peter",CPA,938,2.2
SA,Port Adelaide,"THOMPSON, Bert",ALP,30046,71.8
SA,Sturt,"DORAN, Walter",DLP,4000,8.9
SA,Sturt,"PENN, Arthur",ALP,17430,38.9
SA,Sturt,"WILSON, Keith",LP,23392,52.2
SA,Wakefield,"KELLY, Bert",LP,22759,58.1
SA,Wakefield,"MCMAHON, John",DLP,2048,5.2
SA,Wakefield,"WOOD, Collin",ALP,14364,36.7
WA,Canning,"EDWARDS, Charles",ALP,10659,29.2
WA,Canning,"HALLETT, John",CP,10168,27.9
WA,Canning,"MEREDITH, Stanley",DLP,1706,4.7
WA,Canning,"MCNEILL, Neil",LP,13931,38.2
WA,Curtin,"BODEKER, Wilfrid",DLP,4768,12.1
WA,Curtin,"HASLUCK, Hon Paul",LP,24811,63.2
WA,Curtin,"PIESLEY, George",ALP,9698,24.7
WA,Forrest,"FREETH, Hon Gordon",LP,22275,57.5
WA,Forrest,"STAPLETON, Ernest",ALP,16462,42.5
WA,Fremantle,"BEAZLEY, Kim",ALP,27615,60.7
WA,Fremantle,"WAGHORNE, John",LP,16747,36.8
WA,Fremantle,"WILLIAMS, Marjorie",CPA,1107,2.4
WA,Kalgoorlie,"BROWNE, Peter",LP,12850,43.3
WA,Kalgoorlie,"COLLARD, Fred",ALP,14231,47.9
WA,Kalgoorlie,"ILLINGWORTH, Harold",IND,1050,3.5
WA,Kalgoorlie,"JENSEN, George",DLP,1578,5.3
WA,Moore,"BENNETT, Wilbur",ALP,10106,28.5
WA,Moore,"CRISAFULLI, John",DLP,1986,5.6
WA,Moore,"HALBERT, Hugh",LP,12406,35
WA,Moore,"LESLIE, Hugh",CP,10910,30.8
WA,Perth,"CHANEY, Fred",LP,16054,55
WA,Perth,"RE, Julius",DLP,2679,9.2
WA,Perth,"WILKINSON, Lawrence",ALP,10443,35.8
WA,Stirling,"BRIFFA, Adrian",DLP,6704,12.8
WA,Stirling,"CASH, Doug",LP,19818,37.8
WA,Stirling,"MARKS, Albert",CPA,649,1.2
WA,Stirling,"WEBB, Harry",ALP,25262,48.2
WA,Swan,"CLEAVER, Richard",LP,22770,49.3
WA,Swan,"JOHNSON, Stephen",ALP,19712,42.7
WA,Swan,"MERCHANT, Terence",DLP,3732,8.1
TAS,Bass,"BARNARD, Lance",ALP,21601,62.7
TAS,Bass,"BOLAND, Francis",DLP,1532,4.4
TAS,Bass,"MARRIOTT, Frederick",LP,11326,32.9
TAS,Braddon,"DAVIES, Ronald",ALP,21093,60.9
TAS,Braddon,"LANE, Frances",DLP,2094,6
TAS,Braddon,"YOUNG, William",LP,11433,33
TAS,Denison,"HOWROYD, Eric",ALP,13749,41
TAS,Denison,"SENIOR, Harold",DLP,2491,7.4
TAS,Denison,"TOWNLEY, Hon Athol",LP,17260,51.5
TAS,Franklin,"COURTNEY, St Clair",DLP,4047,11.1
TAS,Franklin,"FALKINDER, Charles",LP,16784,45.9
TAS,Franklin,"WILKINSON, William",ALP,15709,43
TAS,Wilmot,"DAVIDSON, Alastair",DLP,2718,8.3
TAS,Wilmot,"DUTHIE, Gilbert",ALP,20503,62.6
TAS,Wilmot,"RINGROSE, Royston",LP,3280,10
TAS,Wilmot,"THOMAS, Richard",LP,6271,19.1
NT,Northern Territory,"BRENNAN, Harold",IND,4468,49
NT,Northern Territory,"NELSON, John",ALP,4659,51
ACT,Australian Capital Territory,"FRASER, James",ALP,17114,64.9
ACT,Australian Capital Territory,"Geoffrey, Small",Lib,9263,35.1
