State,Division,Candidate,Party,Votes,Percent
NSW,Barrier,"FERGUSON, William",LP,4094,20.3
NSW,Barrier,"THOMAS, Hon Josiah",ALP,16063,79.7
NSW,Calare,"JOHNSON, William",ALP,12169,48.8
NSW,Calare,"PIGOTT, Henry",LP,12770,51.2
NSW,Cook,"CATTS, James",ALP,16568,60.7
NSW,Cook,"PAUL, Emily",IND,509,1.9
NSW,Cook,"YARRINGTON, Stanley",LP,10197,37.4
NSW,Cowper,"THOMSON, John",LP,Unopposed,100.0
NSW,Dalley,"HOWE, Robert",ALP,14963,61.3
NSW,Dalley,"MCEACHERN, John",LP,9450,38.7
NSW,Darling,"KELK, William",LP,8036,39.5
NSW,Darling,"SPENCE, Hon William",ALP,12309,60.5
NSW,East Sydney,"THOMPSON, Osterley",LP,9568,42.7
NSW,East Sydney,"WEST, John",ALP,12831,57.3
NSW,Eden-Monaro,"CHAPMAN, Hon Austin",LP,13439,59.2
NSW,Eden-Monaro,"LESTRANGE, Henry",ALP,9261,40.8
NSW,Gwydir,"BLACKNEY, John",LP,11658,46.2
NSW,Gwydir,"WEBSTER, William",ALP,13560,53.8
NSW,Hume,"PATTEN, Robert",LP,13841,51.0
NSW,Hume,"SULLIVAN, Patrick",ALP,13320,49.0
NSW,Hunter,"CHARLTON, Matthew",ALP,12057,54.6
NSW,Hunter,"HAY, Alexander",LP,10045,45.4
NSW,Illawarra,"BURNS, George",ALP,17884,54.2
NSW,Illawarra,"FULLER, Hon George",LP,15096,45.8
NSW,Lang,"JOHNSON, Hon Elliot",LP,16556,53.5
NSW,Lang,"LAMOND, Hector",ALP,14391,46.5
NSW,Macquarie,"CARR, Ernest",ALP,12888,53.3
NSW,Macquarie,"MOORE, Robert",LP,11288,46.7
NSW,Nepean,"MOLESWORTH, Voltaire",ALP,15092,47.3
NSW,Nepean,"ORCHARD, Richard",LP,16815,52.7
NSW,New England,"ABBOTT, Percy",LP,13929,56.7
NSW,New England,"BOWMAN, Edward",ALP,10633,43.3
NSW,Newcastle,"WATKINS, Hon David",ALP,Unopposed,100.0
NSW,North Sydney,"BRADLEY, Roland",ALP,9507,32.4
NSW,North Sydney,"RYRIE, Granville",LP,19810,67.6
NSW,Parkes,"RUSSELL, William",ALP,13676,41.5
NSW,Parkes,"SMITH, Hon Bruce",LP,19259,58.5
NSW,Parramatta,"COOK, Rt Hon Joseph",LP,Unopposed,100.0
NSW,Richmond,"MASSY-GREENE, Walter",LP,Unopposed,100.0
NSW,Riverina,"CHANTER, Hon John",ALP,14454,52.1
NSW,Riverina,"FALKINER, Franc",LP,13315,47.9
NSW,Robertson,"FLEMING, William",LP,11822,53.4
NSW,Robertson,"FRASER, John",ALP,10337,46.6
NSW,South Sydney,"RITT, George",LP,7157,31.2
NSW,South Sydney,"RILEY, Edward",ALP,15792,68.8
