State,Division,Candidate,Party,Votes,Percent
VIC,Corangamite,"CROUCH, Hon Richard",ALP,18211,47.0
VIC,Corangamite,"GIBSON, Hon William",CP,20501,53.0
VIC,Corio,"LISTER, John",NAT,27497,58.5
VIC,Corio,"RANDLES, Peter",ALP,19500,41.5
VIC,Echuca,"CHURCHES, Frederick",IND,15486,40.0
VIC,Echuca,"HILL, Hon William",CP,23265,60.0
VIC,Fawkner,"MAXWELL, George",NAT,25388,61.7
VIC,Fawkner,"ROBERTS, Nicholas",ALP,15731,38.3
VIC,Flinders,"BRUCE, Rt Hon Stanley",NAT,34823,59.4
VIC,Flinders,"HOLLOWAY, Jack",ALP,22372,38.2
VIC,Flinders,"ROBERTSON, Clarence",IND,1447,2.5
VIC,Gippsland,"PATERSON, Hon Thomas",CP,24100,57.7
VIC,Gippsland,"WISE, Hon George",IND,17643,42.3
VIC,Henty,"GULLETT, Henry",NAT,45489,66.6
VIC,Henty,"STEWART, Edward",ALP,22839,33.4
VIC,Indi,"JONES, Paul",ALP,Unopposed,100.0
VIC,Kooyong,"HANNAN, Joseph",ALP,20124,33.5
VIC,Kooyong,"LATHAM, Hon John",NAT,39988,66.5
VIC,Maribyrnong,"FENTON, Arthur",NAT,20765,40.1
VIC,Maribyrnong,"FENTON, James",ALP,31022,59.9
VIC,Melbourne,"MALONEY, Dr William",ALP,27532,74.4
VIC,Melbourne,"O'BRIEN, Norman",NAT,9457,25.6
VIC,Melbourne Ports,"MATHEWS, James",ALP,Unopposed,100.0
VIC,Wannon,"MCNEILL, John",ALP,18807,47.2
VIC,Wannon,"RODGERS, Hon Arthur",NAT,21016,52.8
VIC,Wimmera,"HARRIS, John",CP,18716,41.6
VIC,Wimmera,"STEWART, Hon Percy",IND,26227,58.4
VIC,Yarra,"KEELEY, Cecil",NAT,9618,25.2
VIC,Yarra,"SCULLIN, James",ALP,28495,74.8
QLD,Brisbane,"BURKE, Francis",ALP,16500,43.3
QLD,Brisbane,"CAMERON, Donald",NAT,21563,56.7
QLD,Capricornia,"FORDE, Frank",ALP,23376,52.5
QLD,Capricornia,"STAINES, Robert",CP,21114,47.5
QLD,Darling Downs,"GROOM, Hon Sir Littleton",NAT,Unopposed,100.0
QLD,Herbert,"MARTENS, George",ALP,25462,50.2
QLD,Herbert,"NOTT, Dr Lewis",NAT,25308,49.8
QLD,Kennedy,"FRANCIS, Grosvenor",NAT,14336,52.4
QLD,Kennedy,"RIORDAN, William",ALP,13041,47.6
QLD,Lilley,"MACKAY, George",NAT,Unopposed,100.0
QLD,Maranoa,"HUNTER, James",CP,16837,58.3
QLD,Maranoa,"REID, John",ALP,12024,41.7
QLD,Moreton,"FRANCIS, Josiah",NAT,Unopposed,100.0
QLD,Oxley,"BAKER, Francis",ALP,22579,46.3
QLD,Oxley,"BAYLEY, James",NAT,26223,53.7
QLD,Wide Bay,"CORSER, Bernard",CP,Unopposed,100.0
SA,Adelaide,"MCLEAY, George",NAT,16114,44.1
SA,Adelaide,"YATES, Edwin",ALP,20410,55.9
SA,Angas,"PARSONS, Walter",NAT,25372,59.4
SA,Angas,"WOODS, Michael",ALP,17325,40.6
SA,Barker,"CAMERON, Malcolm",NAT,21883,52.6
SA,Barker,"HUNT, Ronald",CP,19699,47.4
SA,Boothby,"DUNCAN-HUGHES, John",NAT,20582,49.9
SA,Boothby,"PRICE, John",ALP,20666,50.1
SA,Grey,"BLIGHT, William",NAT,14174,44.2
SA,Grey,"LACEY, Andrew",ALP,17904,55.8
SA,Wakefield,"COLLINS, Maurice",CP,18813,59.6
SA,Wakefield,"FOSTER, Richard",NAT,12755,40.4
WA,Forrest,"BUCKLEY, Cornelius",ALP,14049,39.6
WA,Forrest,"PROWSE, John",CP,21463,60.4
WA,Fremantle,"CURTIN, John",ALP,19433,49.2
WA,Fremantle,"GIBSON, Frank",NAT,11402,28.8
WA,Fremantle,"WATSON, Keith",IND,8697,22.0
WA,Kalgoorlie,"GREEN, Albert",ALP,Unopposed,100.0
WA,Perth,"MCCOO, John",IND,1499,4.2
WA,Perth,"MANN, Edward",NAT,22002,61.8
WA,Perth,"WATTS, Arthur",ALP,12082,34.0
WA,Swan,"GREGORY, Henry",CP,Unopposed,100.0
NSW,Bass,"JACKSON, Sydney",NAT,5991,29.6
NSW,Bass,"JUDD, William",NAT,5606,27.7
NSW,Bass,"WILSON, Thomas",ALP,8621,42.6
NSW,Darwin,"BELL, George",NAT,14880,71.9
NSW,Darwin,"CAMPBELL, James",IND,5813,28.1
NSW,Denison,"CULLEY, Charles",ALP,7824,39.3
NSW,Denison,"GELLIBRAND, Sir John",NAT,9486,47.6
NSW,Denison,"JUDE, Thomas",ALP,2618,13.1
NSW,Franklin,"FOSTER, Francis",NAT,2195,10.7
NSW,Franklin,"MCWILLIAMS, William",IND,9121,44.5
NSW,Franklin,"SEABROOK, Alfred",NAT,9173,44.8
NSW,Wilmot,"ATKINSON, Hon Llewellyn",NAT,7791,43.3
NSW,Wilmot,"FLOWERS, George",IND,6534,36.3
NSW,Wilmot,"MCFIE, Hector",NAT,3658,20.3
