State,Division,Candidate,Party,Votes,Percent
NSW,Banks,"TARUSTE, Allan",CYA,3430,3.5
NSW,Banks,"NICOL, Todd",ON,3666,3.7
NSW,Banks,"PEARCE, Phillip",AUD,688,0.7
NSW,Banks,"MOMIRCEVSKI, Marika",LTP,2678,2.7
NSW,Banks,"HANNA, Natalie",GRN,11756,11.9
NSW,Banks,"SOON, Zhi",ALP,36039,36.4
NSW,Banks,"COLEMAN, David",LP,38683,39.1
NSW,Banks,"COYNE, John",IND,1995,2.0
NSW,Barton,"KOLHATKAR, Vinay",LTP,3419,3.4
NSW,Barton,"NICOLIS, Christos",ON,5573,5.6
NSW,Barton,"AMBIHAIPAHAR, Ash",ALP,47098,47.1
NSW,Barton,"DOUSKOU, Fiona",LP,24162,24.2
NSW,Barton,"BAHSA, Manal",GRN,15885,15.9
NSW,Barton,"PAMBRIS, Thomas",CYA,3814,3.8
NSW,Bennelong,"YUNG, Scott",LP,38510,35.1
NSW,Bennelong,"DEVINE, Barry",IMO,806,0.7
NSW,Bennelong,"NALBANDIAN, Robert",CYA,1621,1.5
NSW,Bennelong,"LAXALE, Jerome",ALP,49801,45.4
NSW,Bennelong,"HART, Adam",GRN,12931,11.8
NSW,Bennelong,"CHAN, Eric",FFP,1934,1.8
NSW,Bennelong,"BENNETT, Craig",ON,2534,2.3
NSW,Bennelong,"AUGUST, John",SOPA,1675,1.5
NSW,Berowra,"COUSINS, Martin",GRN,13781,11.9
NSW,Berowra,"MATTINSON, Gerald",ON,4705,4.1
NSW,Berowra,"KOSCHINSKI, Benson",ALP,31220,27.0
NSW,Berowra,"WOODWARD, Roger",IND,1236,1.1
NSW,Berowra,"CLARKE, Brendan Michael",SOPA,1082,0.9
NSW,Berowra,"BROWN, Tina",IND,13135,11.4
NSW,Berowra,"BASTIAN, Stephen",CYA,2199,1.9
NSW,Berowra,"LEESER, Julian",LP,48210,41.7
NSW,Blaxland,"NGUYEN, Courtney",LP,17023,19.6
NSW,Blaxland,"CLARE, Jason",ALP,40001,46.0
NSW,Blaxland,"KLIEVENS, Mitchell",ON,3086,3.6
NSW,Blaxland,"SAKR, Omar",GRN,6854,7.9
NSW,Blaxland,"LUO, Mike",LTP,1894,2.2
NSW,Blaxland,"DI GIROLAMO, Jennifer",FFP,1726,2.0
NSW,Blaxland,"OUF, Ahmed",IND,16302,18.8
NSW,Bradfield,"GUNNING, Samuel Joseph",LTP,1376,1.2
NSW,Bradfield,"SINGH, Harjit",GRN,7551,6.7
NSW,Bradfield,"YIN, Andy",IND,4635,4.1
NSW,Bradfield,"McCALLUM, Louise",ALP,22768,20.3
NSW,Bradfield,"MANTON, John",ON,1725,1.5
NSW,Bradfield,"KAPTERIAN, Gisele",LP,42676,38.0
NSW,Bradfield,"BOELE, Nicolette",IND,30309,27.0
NSW,Bradfield,"MULLIGAN, Rosemary",CYA,1162,1.0
NSW,Calare,"HUGHES, Jennifer",ON,8200,7.7
NSW,Calare,"RAYE, Sue",HMP,4162,3.9
NSW,Calare,"HOOK, Kate",IND,16756,15.8
NSW,Calare,"O'LEARY, Vicki Elizabeth",CYA,1583,1.5
NSW,Calare,"PARKER, Ben",GRN,3753,3.5
NSW,Calare,"HAZELTON, Ross Angus",FFP,1733,1.6
NSW,Calare,"GEE, Andrew",IND,25172,23.7
NSW,Calare,"LESAGE, Jase",ASP,2245,2.1
NSW,Calare,"CUNNINGHAM, Julie",ALP,11086,10.4
NSW,Calare,"FARRAWAY, Sam",NP,31577,29.7
NSW,Chifley,"GREEN, Jamie",FFP,5336,6.0
NSW,Chifley,"BURNS, Leigh",IND,1519,1.7
NSW,Chifley,"SINGH, Sukhjinder Pal",GRN,8724,9.8
NSW,Chifley,"HUSIC, Ed",ALP,47078,52.7
NSW,Chifley,"GREEN, Allan",LP,17613,19.7
NSW,Chifley,"NIKOLIC, Tony",ON,5338,6.0
NSW,Chifley,"ARCHER, Ryan",CYA,2237,2.5
NSW,Chifley,"LAXMANALAL, Rohan",AJP,1569,1.8
NSW,Cook,"FULLER, Natalie",FFP,3310,3.1
NSW,Cook,"KENNEDY, Simon",LP,51121,48.1
NSW,Cook,"HAMMOND, Sharon",CYA,3246,3.1
NSW,Cook,"EARLE, Simon",ALP,33474,31.5
NSW,Cook,"MOORE, Martin",GRN,10575,9.9
NSW,Cook,"PRESTON, Mark",ON,4638,4.4
NSW,Cowper,"VIGORS, Greg",ALP,12713,11.8
NSW,Cowper,"DALEY, Zeke",IND,892,0.8
NSW,Cowper,"MATHEW, Megan",HMP,5210,4.8
NSW,Cowper,"SHANNON, Geoffrey",CYA,1551,1.4
NSW,Cowper,"CONAGHAN, Pat",NP,40836,37.9
NSW,Cowper,"TEMPLETON, Paul",LTP,1403,1.3
NSW,Cowper,"JACKEL, Peter",FFP,1851,1.7
NSW,Cowper,"FIREFLY, Wendy",GRN,4552,4.2
NSW,Cowper,"HEISE, Caz",IND,31616,29.3
NSW,Cowper,"MARLOW, Geoffrey",SOPA,255,0.2
NSW,Cowper,"WALSH, Chris",ON,6856,6.4
NSW,Cunningham,"BYRNES, Alison",ALP,51607,44.7
NSW,Cunningham,"GARNAUT-MILLER, Alexis",CEC,1657,1.4
NSW,Cunningham,"IVANEZA, Amanda",LP,26813,23.2
NSW,Cunningham,"FULLER, John",ON,8765,7.6
NSW,Cunningham,"LAVERS, Tim",AJP,3048,2.6
NSW,Cunningham,"WHITTAKER, Jess",GRN,23584,20.4
NSW,Dobell,"COOPER, Simon George",GRN,10647,10.3
NSW,Dobell,"SMALL, Brendan",LP,28757,27.8
NSW,Dobell,"STEVENSON, Martin",ON,9040,8.7
NSW,Dobell,"TAWAF, Anthony",CYA,2855,2.8
NSW,Dobell,"CLAYDON, Tim",HMP,4895,4.7
NSW,Dobell,"MURPHY, Patrick",AJP,1906,1.8
NSW,Dobell,"CHALIK, Isaac",LTP,1059,1.0
NSW,Dobell,"McBRIDE, Emma",ALP,44268,42.8
NSW,Eden-Monaro,"THALER, Andrew Evan",IND,2499,2.3
NSW,Eden-Monaro,"COX, Wade Ewart",CYA,2587,2.4
NSW,Eden-Monaro,"BUCHANAN, Fraser",IMO,1881,1.8
NSW,Eden-Monaro,"van der PLAAT, Jo",LP,34142,31.9
