State,Division,Candidate,Party,Votes,Percent
NSW,Banks,"ALLEN, Peter",IND,5949,12.0
NSW,Banks,"ANDREW, Annette",DLP,1030,2.1
NSW,Banks,"JONES, Reginald",IND,1805,3.6
NSW,Banks,"MARTIN, Vincent",ALP,25485,51.2
NSW,Banks,"TIBBEN, Herman",LP,15102,30.4
NSW,Banks,"WATT, Kevin",IND,363,0.7
NSW,Barton,"ARTHUR, William",LP,23576,43.1
NSW,Barton,"BELLCHAMBERS, Edwin",IND,214,0.4
NSW,Barton,"CHAPMAN, Charles",DLP,1220,2.2
NSW,Barton,"EMMERSON, Ray",IND,171,0.3
NSW,Barton,"REED, Alan",IND,1885,3.4
NSW,Barton,"REYNOLDS, Leonard",ALP,27628,50.5
NSW,Bennelong,"CLARIDGE, Ronald",DLP,2524,4.5
NSW,Bennelong,"COOK, Kenneth",AP,3144,5.7
NSW,Bennelong,"CRAMER, Hon Sir John",LP,26974,48.6
NSW,Bennelong,"EVATT, Peter",ALP,20402,36.7
NSW,Bennelong,"HORTON, Allan",IND,2495,4.5
NSW,Berowra,"HAIG, David",AP,3401,6.9
NSW,Berowra,"HUGHES, Thomas",LP,22495,45.5
NSW,Berowra,"MACKERRAS, Neil",DLP,2288,4.6
NSW,Berowra,"PARRISH, Edith",IND,6095,12.3
NSW,Berowra,"WILLIAMS, George",ALP,15108,30.6
NSW,Blaxland,"CONROY, Joseph",DLP,3493,6.6
NSW,Blaxland,"GHENT, John",LP,16658,31.7
NSW,Blaxland,"KEATING, Paul",ALP,32426,61.7
NSW,Bradfield,"CROOK, Keith",ALP,12364,22.8
NSW,Bradfield,"FELTON, Anthony",DLP,3085,5.7
NSW,Bradfield,"LONERAGAN, Betty",IND,2306,4.3
NSW,Bradfield,"TURNER, Henry",LP,34184,63.0
NSW,Bradfield,"WILSON, Barbara",AP,2293,4.2
NSW,Calare,"ENGLAND, John",CP,23384,52.5
NSW,Calare,"GRANT, John",DLP,2764,6.2
NSW,Calare,"SCOTT, Kerry",ALP,18381,41.3
NSW,Chifley,"ARMITAGE, John",ALP,31133,61.9
NSW,Chifley,"ASTER-STATER, Stan",DLP,1651,3.3
NSW,Chifley,"CORCORAN, Victor",IND,4283,8.5
NSW,Chifley,"KOVJANIC, Milovan",LP,13234,26.3
NSW,Cook,"ALLEWAY, Robin",IND,2766,5.4
NSW,Cook,"DOBIE, Donald",LP,24997,49.2
NSW,Cook,"MALLAM, Cliff",ALP,22192,43.6
NSW,Cook,"WALRUT, Bernard",AP,907,1.8
NSW,Cowper,"RICHARDS, Brian",IND,5965,13.6
NSW,Cowper,"ROBINSON, Ian",CP,27681,62.9
NSW,Cowper,"ROYAL, Neil",IND,10351,23.5
NSW,Cunningham,"CONNOR, Rex",ALP,35092,64.0
NSW,Cunningham,"POEL, John",LP,18618,34.0
NSW,Cunningham,"WILDING, Reginald",CPA,1126,2.1
NSW,Darling,"BONNEY, Jack",LP,7650,19.0
NSW,Darling,"FITZPATRICK, John",ALP,23168,57.5
NSW,Darling,"OVERTON, Maxwell",CP,9474,23.5
NSW,Eden-Monaro,"DONOHUE, John",DLP,1342,2.9
NSW,Eden-Monaro,"FRASER, Allan",ALP,23482,51.2
NSW,Eden-Monaro,"MUNRO, Dugald",LP,20436,44.6
