State,Division,Candidate,Party,Votes,Percent
NSW,Banks,"MOUNTFORD, John",ALP,35473,57.4
NSW,Banks,"GREEN, Montague",AD,4590,7.4
NSW,Banks,"PARKER, Max",LP,21705,35.1
NSW,Barton,"GEORGE, Ron",AD,4209,6.5
NSW,Barton,"BRADFIELD, James",LP,29199,45.0
NSW,Barton,"PUNCH, Gary",ALP,31431,48.5
NSW,Bennelong,"GABELL, Steve",AD,5377,8.6
NSW,Bennelong,"HOWARD, Hon John",LP,33820,54.2
NSW,Bennelong,"DUCKETT, Margaret",ALP,23251,37.2
NSW,Berowra,"BERRY, Rodney",ALP,19092,30.6
NSW,Berowra,"EDWARDS, Dr Harry",LP,37545,60.2
NSW,Berowra,"ROGERS, Chris",AD,5777,9.3
NSW,Blaxland,"ADAMS, Samuel",AD,4165,7.3
NSW,Blaxland,"KEATING, Hon Paul",ALP,35139,61.8
NSW,Blaxland,"YOUNG, Bob",LP,17581,30.9
NSW,Bradfield,"CONNOLLY, David",LP,44901,71.5
NSW,Bradfield,"VEITCH, Emma",AD,4864,7.8
NSW,Bradfield,"STRASSBERG, Matthew",ALP,12991,20.7
NSW,Calare,"BYRNE, Ian",LP,10794,17.4
NSW,Calare,"TURNER, Russ",NPA,13664,22.0
NSW,Calare,"STEVENSON, Margaret",IND,4596,7.4
NSW,Calare,"SIMMONS, David",ALP,30956,49.8
NSW,Calare,"HAMILTON, Gregory",AD,2101,3.4
NSW,Charlton,"HARRIS, Don",LP,16216,27.4
NSW,Charlton,"GODFREY, Lyn",AD,6105,10.3
NSW,Charlton,"BROWN, Robert",ALP,36860,62.3
NSW,Chifley,"JESSUP, Ken",LP,14115,27.6
NSW,Chifley,"FANNING, Dominic",AD,2951,5.8
NSW,Chifley,"PRICE, Roger",ALP,34034,66.6
NSW,Cook,"MCILWAIN, Peter",ALP,26153,41.8
NSW,Cook,"DOBIE, Hon Donald",LP,32915,52.5
NSW,Cook,"GOOLEY, Brett",AD,3572,5.7
NSW,Cowper,"NEHL, Garry",NPA,18110,30.1
NSW,Cowper,"REES, David",IND,2027,3.4
NSW,Cowper,"TOZER, Alfred",AD,1729,2.9
NSW,Cowper,"SIMPSON, Peter",LP,12032,20.0
NSW,Cowper,"JERVIS, Keith",IND,1499,2.5
NSW,Cowper,"MORAN, Joe",ALP,24672,41.1
NSW,Cunningham,"WEST, Hon Stewart",ALP,35250,62.8
NSW,Cunningham,"DEZELIN, Rudolph",IND,621,1.1
NSW,Cunningham,"CLEARY, Neil",IND,1221,2.2
NSW,Cunningham,"BUTLER, Greg",AD,4281,7.6
NSW,Cunningham,"GARCIA, John",IND,561,1.0
NSW,Cunningham,"MITCHELL, Gayle",LP,14209,25.3
NSW,Dobell,"SHIELDS, Isaac",LP,20114,36.3
NSW,Dobell,"SAWYER, Lynn",AD,4168,7.5
NSW,Dobell,"LEE, Michael",ALP,31112,56.2
NSW,Dundas,"TUMINELLO, John",AD,5400,8.8
NSW,Dundas,"BLAXELL, Margaret",ALP,22076,36.0
NSW,Dundas,"RUDDOCK, Philip",LP,33846,55.2
NSW,Eden-Monaro,"SAINSBURY, Murray",LP,23675,42.7
NSW,Eden-Monaro,"SNOW, James",ALP,26131,47.2
NSW,Eden-Monaro,"BLACK, Alexander",NPA,2178,3.9
NSW,Eden-Monaro,"SHUMACK, Bob",NDP,3435,6.2
NSW,Farrer,"THOMAS, Eric",ALP,22238,35.8
NSW,Farrer,"FISCHER, Tim",NPA,26986,43.4
NSW,Farrer,"ROACH, John",LP,12915,20.8
NSW,Fowler,"GRACE, Ted",ALP,34075,66.9
NSW,Fowler,"BRANSDON, David",IND,3065,6.0
NSW,Fowler,"WILLS, Ken",LP,13781,27.1
NSW,Gilmore,"SHARP, John",NPA,16463,28.3
NSW,Gilmore,"SANDERS, John",AD,1595,2.7
NSW,Gilmore,"ANDERSON, Noel",LP,12213,21.0
NSW,Gilmore,"LANDER, Rodney",NDP,2003,3.4
NSW,Gilmore,"SARINA, Ronald",IND,114,0.2
NSW,Gilmore,"STEPHENS, Bob",ALP,25812,44.4
NSW,Grayndler,"BROI, Christine",IND,2909,5.0
NSW,Grayndler,"MARSDEN-LYNCH, John",LP,16908,29.3
NSW,Grayndler,"HENNESSY, Peter",AD,3090,5.4
NSW,Grayndler,"MCLEAY, Leo",ALP,34847,60.3
NSW,Greenway,"EADE, Ray",IND,2557,4.6
NSW,Greenway,"GORMAN, Russell",ALP,31384,56.8
NSW,Greenway,"CORBIN, Michael",IND,5557,10.1
NSW,Greenway,"MITCHELL, Edna",LP,15765,28.5
NSW,Gwydir,"SMITH, Pamela",ALP,25271,40.6
NSW,Gwydir,"HUNT, Hon Ralph",NPA,33988,54.7
NSW,Gwydir,"BRAZIER, John",IND,968,1.6
NSW,Gwydir,"MUNRO, Lyall",AD,1958,3.1
NSW,Hughes,"MASON, Cliff",LP,22790,39.6
NSW,Hughes,"WISBY, Marjorie",IND,497,0.9
NSW,Hughes,"JEFFREY, Harold",AD,4058,7.0
NSW,Hughes,"TICKNER, Robert",ALP,30224,52.5
NSW,Hume,"MILLIKEN, Rodney",ALP,24342,39.3
NSW,Hume,"LUSHER, Stephen",NPA,18245,29.5
NSW,Hume,"FIFE, Hon Wallace",LP,19331,31.2
NSW,Hunter,"DOLTON, Ron",LP,16483,27.3
NSW,Hunter,"TURNER, John",NPA,12420,20.5
NSW,Hunter,"FITZGIBBON, Eric",ALP,28589,47.3
NSW,Hunter,"REID, Warren",AD,2952,4.9
NSW,Kingsford-Smith,"LONGFIELD, Peter",AD,4519,7.5
NSW,Kingsford-Smith,"BOWEN, Hon Lionel",ALP,37979,62.9
NSW,Kingsford-Smith,"O'NEILL, Collin",LP,15526,25.7
NSW,Kingsford-Smith,"BOYLE, Helen",IND,2321,3.8
NSW,Lindsay,"FREE, Ross",ALP,32609,57.5
NSW,Lindsay,"COPPOCK, Stuart",LP,19383,34.2
NSW,Lindsay,"CRAMERI, Kevin",AD,4683,8.3
NSW,Lowe,"BUNCOMBE, Kent",AD,4400,7.1
NSW,Lowe,"HOWE, Geoffrey",LP,26812,43.5
NSW,Lowe,"MAHER, Michael",ALP,30483,49.4
NSW,Lyne,"MAY, Fred",ALP,23707,39.7
NSW,Lyne,"COOPER, Stewart",IND,863,1.4
NSW,Lyne,"INMAN, Roland",AD,3401,5.7
NSW,Lyne,"COWAN, Bruce",NPA,31801,53.2
NSW,Macarthur,"SAMPSON, Meg",AD,6421,11.5
NSW,Macarthur,"MARTIN, Stephen",ALP,31100,55.5
NSW,Macarthur,"STANHAM, Mark",LP,18521,33.0
NSW,Mackellar,"MACLENNAN, Graeme",AD,5472,9.3
NSW,Mackellar,"FOLEY, Maurice",IND,977,1.7
NSW,Mackellar,"CARLTON, Hon James",LP,31875,54.1
NSW,Mackellar,"CUSACK, Tim",ALP,20614,35.0
NSW,Macquarie,"WEBSTER, Alasdair",LP,22796,41.1
NSW,Macquarie,"JACKSON-HOPE, Dick",AD,4053,7.3
NSW,Macquarie,"CRONAN, Garry",ALP,22565,40.6
NSW,Macquarie,"MCGIRR, Paul",NPA,3036,5.5
NSW,Macquarie,"QUIRK, Peter",IND,3069,5.5
NSW,Mitchell,"CADMAN, Alan",LP,37568,67.5
NSW,Mitchell,"MASON, Edward",ALP,14188,25.5
NSW,Mitchell,"PAGE, Alan",AD,3928,7.1
NSW,New England,"SINCLAIR, Rt Hon Ian",NPA,33356,51.3
NSW,New England,"IRVINE, Rod",AD,4287,6.6
