State,Division,Candidate,Party,Votes,Percent
NSW,Banks,"KIRKMAN, Deborah",IND,2522,3.4
NSW,Banks,"DAVARIS, Paul",CTA,1726,2.3
NSW,Banks,"MELHAM, Daryl",ALP,40460,54.8
NSW,Banks,"FARLEIGH, Peter",AD,2642,3.6
NSW,Banks,"TAYLOR, Clive",LP,25634,34.7
NSW,Banks,"HAY, John",IND,846,1.1
NSW,Barton,"WHITE, Phillip",LP,"28,066",37.9
NSW,Barton,"PUNCH, Hon Gary",ALP,41442,55.9
NSW,Barton,"MCGARRY, Norm",IND,545,0.7
NSW,Barton,"ANDERSON, Troy",AD,1862,2.5
NSW,Barton,"MUDIE, Cathy",CTA,1118,1.5
NSW,Barton,"BALDING, Paul",IND,365,0.5
NSW,Barton,"GREEN, Ross",IND,425,0.6
NSW,Barton,"O'NEILL, Diana",IND,285,0.4
NSW,Bennelong,"HOWARD, Hon John",LP,37096,50.1
NSW,Bennelong,"DALGLIESH, Geoff",IND,570,0.8
NSW,Bennelong,"DAWSON, John",IND,1222,1.7
NSW,Bennelong,"ROYLANCE, Michael",IND,393,0.5
NSW,Bennelong,"REDDY, Suzanne",AD,3910,5.3
NSW,Bennelong,"ROTIK, Monique",ALP,30826,41.6
NSW,Berowra,"GALLACHER, Mick",IND,10828,14.5
NSW,Berowra,"RUDDOCK, Philip",LP,41230,55.2
NSW,Berowra,"CARR, Timothy",IND,1116,1.5
NSW,Berowra,"DEANE, Sue",ALP,21492,28.8
NSW,Blaxland,"KEATING, Hon Paul",ALP,48446,69.4
NSW,Blaxland,"TENENBAUM, Linda",IND,413,0.6
NSW,Blaxland,"HENNESSY, Peter",AD,1388,2
NSW,Blaxland,"CARRICK, Trevor",CTA,804,1.2
NSW,Blaxland,"HILLMAN, Jon",IND,678,1
NSW,Blaxland,"KELVIN, Wilfrid",IND,179,0.3
NSW,Blaxland,"OSMOND, Les",LP,16927,24.2
NSW,Blaxland,"REID, Bob",IND,388,0.6
NSW,Blaxland,"AUSSIE-STONE, Marcus",IND,204,0.3
NSW,Blaxland,"O'NEILL, Peter",IND,378,0.5
NSW,Bradfield,"JEANS, Simon",ALP,16610,22.4
NSW,Bradfield,"COURTNEY-HOLLAND, Mark",IND,1180,1.6
NSW,Bradfield,"SPRINGETT, Bob",AD,4665,6.3
NSW,Bradfield,"CONNOLLY, David",LP,51822,69.8
NSW,Calare,"DAVIS, Brian",IND,2097,2.9
NSW,Calare,"PENNY, Ron",NPA,18787,26
NSW,Calare,"STAAL, John",LP,13376,18.5
NSW,Calare,"SIMMONS, Hon David",ALP,36830,51
NSW,Calare,"CIANFRANCO, Robert",IND,1130,1.6
NSW,Charlton,"BROWN, Hon Robert",ALP,44680,60.9
NSW,Charlton,"BALDWIN, John",IND,2216,3
NSW,Charlton,"BREWSTER, Laurence",LP,19681,26.8
NSW,Charlton,"WILSON, Ryan",IND,780,1.1
NSW,Charlton,"KVIZ, Zdenek",IND,239,0.3
NSW,Charlton,"SANDFORD, Mick",CTA,1273,1.7
NSW,Charlton,"SIEVERS, Charley",IND,516,0.7
NSW,Charlton,"GODFREY, Lyn",AD,3976,5.4
NSW,Chifley,"IVOR, F",IND,2014,2.9
NSW,Chifley,"MACKENZIE, Jennifer",LP,14335,20.7
NSW,Chifley,"PRICE, Hon Roger",ALP,47123,68.1
