State,Division,Candidate,Party,Votes,Percent
NSW,Barton,"BROWNE, Frank",UAP,15897,23
NSW,Barton,"CLAYDON, Thomas",IND,1936,2.8
NSW,Barton,"EVATT, Hon Dr Herbert",ALP,51296,74.2
NSW,Calare,"BREEN, John",ALP,27071,62.2
NSW,Calare,"EDOLS, Thomas",CP,5142,12.1
NSW,Calare,"PHELAN, Percy",OPA,1029,2.4
NSW,Calare,"REID, Albert",CP,10275,23.6
NSW,Calare,"THORBY, Hon Harold",IND,6270,14.4
NSW,Cook,"CONWAY, Sidney",IND,12131,21.1
NSW,Cook,"GLASSOP, Cyril",IND,2557,4.4
NSW,Cook,"JONES, Albert",OPA,3238,5.6
NSW,Cook,"SHEEHAN, Thomas",ALP,39653,68.9
NSW,Cowper,"HOWARD, John",ALP,21375,40.5
NSW,Cowper,"MCELHONE, Dr Joseph",IND,5403,10.2
NSW,Cowper,"MOORE, Alexander",OPA,1936,3.7
NSW,Cowper,"PAGE, Rt Hon Sir Earle",CP,24017,45.5
NSW,Dalley,"FARIA, Ernest de",OPA,10760,18.2
NSW,Dalley,"ROSEVEAR, Hon Sol",ALP,44127,74.8
NSW,Dalley,"SHARKEY, Lance",CPA,4087,6.9
NSW,Darling,"BUTLER, James",OPA,12936,28.4
NSW,Darling,"CLARK, Joseph",ALP,32540,71.6
NSW,East Sydney,"ANGRAVE, Hugh",LD,2377,4.5
NSW,East Sydney,"BRADY, Vincent",UAP,12430,23.5
NSW,East Sydney,"CARR, Ernest",OPA,1141,2.2
NSW,East Sydney,"SHIRLEY, Arthur",IND,494,0.9
NSW,East Sydney,"WARD, Hon Eddie",ALP,36531,69
NSW,Eden-Monaro,"BEALE, William",IND,3210,6.6
NSW,Eden-Monaro,"CRABTREE, Jonas",IND,365,0.8
NSW,Eden-Monaro,"EGAN, John",IND,211,0.4
NSW,Eden-Monaro,"FRASER, Allan",ALP,23662,48.9
NSW,Eden-Monaro,"GRAV, Cecil",IND,262,0.5
NSW,Eden-Monaro,"MACARTHUR-ONSLOW, Denzil",LD,10510,21.7
NSW,Eden-Monaro,"PERKINS, Hon John",UAP,10162,21
NSW,Gwydir,"DANIEL, Edmund",IND,3985,8.3
NSW,Gwydir,"GALE, Collin",CP,14320,30
NSW,Gwydir,"MILLS, William",OPA,1027,2.2
NSW,Gwydir,"SCULLY, Hon William",ALP,28404,59.5
NSW,Hume,"COLLINS, Hon Thomas",CP,19629,38.3
NSW,Hume,"FULLER, Arthur",ALP,25420,49.6
NSW,Hume,"LAWRENCE, Gunner",IND,4667,9.1
NSW,Hume,"MCLEOD, John",CPA,1143,2.2
NSW,Hume,"NEELD, John",LD,406,0.8
