State,Division,Candidate,Party,Votes,Percent
VIC,Corio,"LISTER, John",NAT,18902,57.3
VIC,Corio,"OZANNE, Alfred",ALP,14102,42.7
VIC,Echuca,"PALMER, Albert",NAT,17585,60.7
VIC,Echuca,"POWER, Thomas",ALP,11371,39.3
VIC,Fawkner,"HANNAN, Joseph",ALP,15976,48.3
VIC,Fawkner,"HENTY, Frank",IND,203,0.6
VIC,Fawkner,"MAXWELL, George",NAT,16907,51.1
VIC,Flinders,"IRVINE, Hon Sir William",NAT,19398,61.2
VIC,Flinders,"RUSSELL, David",ALP,12322,38.8
VIC,Gippsland,"HOLLOWAY, Thomas",ALP,8215,27.3
VIC,Gippsland,"WISE, George",NAT,21851,72.7
VIC,Grampians,"MCDOUGALL, John",ALP,11390,43.0
VIC,Grampians,"SALMON, Hon Dr Charles",NAT,15089,57.0
VIC,Henty,"BOYD, James",NAT,30119,70.6
VIC,Henty,"SMITH, William",ALP,12526,29.4
VIC,Indi,"LECKIE, John",NAT,16216,56.2
VIC,Indi,"MOLONEY, Parker",ALP,12639,43.8
VIC,Kooyong,"BEST, Hon Sir Robert",NAT,Unopposed,100.0
VIC,Maribyrnong,"FENTON, James",ALP,20156,52.2
VIC,Maribyrnong,"JOWETT, Edmund",NAT,18483,47.8
VIC,Melbourne,"MALONEY, Dr William",ALP,16871,60.3
VIC,Melbourne,"TRACY, Reginald",NAT,11130,39.7
VIC,Melbourne Ports,"FOZARD, William",NAT,11557,33.7
VIC,Melbourne Ports,"MATHEWS, James",ALP,22689,66.3
VIC,Wannon,"HOLDEN, Egerton",ALP,12888,45.2
VIC,Wannon,"RODGERS, Arthur",NAT,15597,54.8
VIC,Wimmera,"SAMPSON, Sydney",NAT,Unopposed,100.0
VIC,Yarra,"COPELAND, Charles",NAT,8993,28.7
VIC,Yarra,"TUDOR, Hon Frank",ALP,22358,71.3
QLD,Brisbane,"FINLAYSON, William",ALP,19571,50.0
QLD,Brisbane,"PLANE, Alfred",NAT,19556,50.0
QLD,Capricornia,"DUNCAN, Robert",NAT,14153,47.7
QLD,Capricornia,"HIGGS, Hon William",ALP,15544,52.3
QLD,Darling Downs,"GROOM, Hon Littleton",NAT,17815,56.1
QLD,Darling Downs,"WILSON, John",ALP,13937,43.9
QLD,Herbert,"BAMFORD, Hon Frederick",NAT,18583,51.3
QLD,Herbert,"MCKENNA, Eugene",ALP,17634,48.7
QLD,Kennedy,"MCDONALD, Hon Charles",ALP,15346,62.8
QLD,Kennedy,"SIZER, Hubert",NAT,9076,37.2
QLD,Lilley,"JENSEN, Harald",ALP,14751,37.3
QLD,Lilley,"MACKAY, George",NAT,24844,62.7
QLD,Maranoa,"PAGE, Hon James",ALP,13850,54.8
QLD,Maranoa,"YEATES, Herbert",NAT,11409,45.2
QLD,Moreton,"BUTLER, Robert",ALP,16234,49.9
QLD,Moreton,"SINCLAIR, Hugh",NAT,16292,50.1
QLD,Oxley,"BAYLEY, James",NAT,21603,52.8
QLD,Oxley,"SHARPE, James",ALP,19331,47.2
QLD,Wide Bay,"CORSER, Edward",NAT,15991,52.9
QLD,Wide Bay,"MARTYN, Frederick",ALP,14250,47.1
SA,Adelaide,"YATES, Edwin",ALP,Unopposed,100.0
SA,Angas,"GLYNN, Hon Patrick",NAT,10031,50.8
SA,Angas,"O'FLAHERTY, Sidney",ALP,9700,49.2
SA,Barker,"LIVINGSTON, John",NAT,16869,63.9
SA,Barker,"WHITFORD, Stanley",ALP,9522,36.1
SA,Boothby,"GUNN, John",ALP,11700,35.5
SA,Boothby,"STORY, William",NAT,21293,64.5
SA,Grey,"LYONS, Thomas",ALP,9909,42.3
SA,Grey,"POYNTON, Hon Alexander",NAT,13495,57.7
SA,Hindmarsh,"ARCHIBALD, Hon William",NAT,19174,55.8
SA,Hindmarsh,"CAVANAGH, James",ALP,15177,44.2
SA,Wakefield,"FOSTER, Richard",NAT,13706,56.2
SA,Wakefield,"MAKIN, Norman",ALP,10663,43.8
WA,Dampier,"COSTELLO, Michael",ALP,6144,28.6
WA,Dampier,"GREGORY, Henry",NAT,15310,71.4
WA,Fremantle,"BURCHELL, Reginald",NAT,21773,68.9
WA,Fremantle,"SIMONS, John",ALP,9849,31.1
WA,Kalgoorlie,"HEITMANN, Edward",NAT,11659,51.3
WA,Kalgoorlie,"MAHON, Hon Hugh",ALP,11087,48.7
WA,Perth,"FOWLER, Hon James",NAT,18715,69.5
WA,Perth,"PANTON, Alexander",ALP,8221,30.5
WA,Swan,"FORREST, Rt Hon Sir John",NAT,Unopposed,100.0
TAS,Bass,"JENSEN, Hon Jens",NAT,9669,59.9
TAS,Bass,"MOONEY, James",ALP,6466,40.1
TAS,Darwin,"HOWROYD, Charles",NAT,9073,58.8
TAS,Darwin,"O'MALLEY, Hon King",ALP,6361,41.2
TAS,Denison,"SMITH, Hon William LAIRD",NAT,10964,56.3
TAS,Denison,"WATKINS, Benjamin",ALP,8507,43.7
TAS,Franklin,"MCWILLIAMS, William",NAT,Unopposed,100.0
TAS,Wilmot,"ATKINSON, Llewellyn",NAT,7874,61.5
TAS,Wilmot,"CAMERON, Hon Donald",IND,590,4.6
TAS,Wilmot,"SHEEDY, Christopher",ALP,4240,33.1
TAS,Wilmot,"PAGE, Louis",IND,108,0.8
