State,Division,Candidate,Party,Votes,Percent
NSW,Banks,"GAMBIAN, Chris",ALP,35890,40.0
NSW,Banks,"WU, Sharon",FF,1621,1.8
NSW,Banks,"CLARK, Philippa",GRN,5225,5.8
NSW,Banks,"COLEMAN, David",LP,39423,43.9
NSW,Banks,"BONDAR, Greg",CDP,4777,5.3
NSW,Banks,"BARNES, Roy",AJP,1555,1.7
NSW,Banks,"SPANSWICK, Bob",IND,1341,1.5
NSW,Barton,"TORKEL, Rasmus",IND,2236,2.6
NSW,Barton,"VARVARIS, Nickolas",LP,31038,35.4
NSW,Barton,"BURNEY, Hon Linda",ALP,41878,47.8
NSW,Barton,"SUSILO, Sonny",CDP,3714,4.3
NSW,Barton,"HEBER, Brent",GRN,7741,8.8
NSW,Barton,"TSOUKALAS, Harry",ODD,1095,1.2
NSW,Bennelong,"HOWISON, Lyndal",ALP,26270,28.5
NSW,Bennelong,"AUGUST, John",IND,1260,1.4
NSW,Bennelong,"ALICK, Justin",GRN,8424,9.1
NSW,Bennelong,"WORSLEY, Julie",CDP,5903,6.4
NSW,Bennelong,"GORDON, Christopher",IND,992,1.1
NSW,Bennelong,"ALEXANDER, John",LP,46497,50.4
NSW,Bennelong,"MULCARE, Martin",IND,2885,3.1
NSW,Berowra,"LEESER, Julian",LP,53678,57.1
NSW,Berowra,"ANDREWS, Josh",ALP,18693,19.9
NSW,Berowra,"GALLAGHER, Mick",IND,2859,3.0
NSW,Berowra,"HEYDE, Emma",GRN,10815,11.5
NSW,Berowra,"WOODWARD, Roger",IND,826,0.9
NSW,Berowra,"CLARKE, Brendan",IND,1933,2.1
NSW,Berowra,"THEW, Leighton",CDP,5213,5.5
NSW,Blaxland,"CLARE, Hon Jason",ALP,50572,63.3
NSW,Blaxland,"VIRAGO, Suzan",GRN,3698,4.6
NSW,Blaxland,"ZABALA, Gabriela",IND,980,1.2
NSW,Blaxland,"FINDLAY, Felicity",LP,19825,24.8
NSW,Blaxland,"NASR, Clint",CDP,4810,6.0
NSW,Bradfield,"KELLY, Peter",IND,1796,1.9
NSW,Bradfield,"JONES, Adrian",GRN,10936,11.7
NSW,Bradfield,"FLETCHER, Hon Paul",LP,57231,61.1
NSW,Bradfield,"BERMAN, Christine",IND,4248,4.5
NSW,Bradfield,"VALE, Chris",CDP,3497,3.7
NSW,Bradfield,"GOMPERTZ, Katie",ALP,15926,17.0
NSW,Calare,"SKY, Delanie",GRN,7238,7.2
NSW,Calare,"GEE, Andrew",NAT,47717,47.6
NSW,Calare,"DAVIS, Glen",LDP,6557,6.5
NSW,Calare,"GESLING, Bernie",CDP,2386,2.4
NSW,Calare,"CRAIG, Anthony",IND,3836,3.8
NSW,Calare,"BLOOMFIELD, Rod",NXT,5412,5.4
NSW,Calare,"JENNINGS, Jess",ALP,27132,27.1
NSW,Chifley,"GREEN, Joshua",CDP,7820,9.1
NSW,Chifley,"KUMAR, Mohit",LP,19394,22.7
NSW,Chifley,"KHAN, Ammar",IND,2194,2.6
NSW,Chifley,"JAMES, Eliza",GRN,3883,4.5
NSW,Chifley,"HUSIC, Hon Ed",ALP,52278,61.1
NSW,Cook,"BRETT, John",IND,3153,3.4
NSW,Cook,"MORRISON, Hon Scott",LP,53321,58.4
NSW,Cook,"CAPSIS, George",CDP,4430,4.9
NSW,Cook,"HUNT, Nathan",GRN,6198,6.8
NSW,Cook,"ATKINS, David",ALP,24283,26.6
NSW,Cowper,"LAWRENCE, Wayne",CDP,3538,3.4
NSW,Cowper,"GOUGH, Michael",IND,726,0.7
NSW,Cowper,"VERNON, Carol",GRN,6901,6.7
NSW,Cowper,"WOODS, Damian",ALP,14079,13.6
NSW,Cowper,"OAKESHOTT, Robert",IND,27200,26.3
NSW,Cowper,"HARTSUYKER, Hon Luke",NAT,47559,46.0
NSW,Cowper,"ARKAN, John",IND,3457,3.3
NSW,Cunningham,"BLAKEY, Cath",GRN,14200,14.7
NSW,Cunningham,"WATERS, Nathan",IND,2526,2.6
NSW,Cunningham,"BLICAVS, Michelle",LP,28263,29.2
NSW,Cunningham,"RYAN, Michelle",CDP,3939,4.1
NSW,Cunningham,"BIRD, Hon Sharon",ALP,46414,47.9
NSW,Cunningham,"FLANAGAN, John",IND,1582,1.6
NSW,Dobell,"ERVIN, Hadden",CDP,2549,2.6
NSW,Dobell,"EDWARDS, Carter",ON,8326,8.6
NSW,Dobell,"MCBRIDE, Emma",ALP,41454,42.9
NSW,Dobell,"MCNAMARA, Karen",LP,36586,37.8
NSW,Dobell,"BOYD, Abigail",GRN,5607,5.8
NSW,Dobell,"STEPHENSON, Gregory",IND,1176,1.2
NSW,Dobell,"BAKER, Paul",IND,976,1.0
NSW,Eden-Monaro,"GROSMAIRE, Daniel",IND,1683,1.8
NSW,Eden-Monaro,"BENNETT, Ursula",CDP,1763,1.9
NSW,Eden-Monaro,"FRIEND, Don",IND,1448,1.5
NSW,Eden-Monaro,"BUCKLEY, Ray",IND,817,0.9
NSW,Eden-Monaro,"HENDY, Hon Dr Peter",LP,39049,41.3
NSW,Eden-Monaro,"RYAN, Tamara",GRN,7177,7.6
NSW,Eden-Monaro,"SEYMOUR, Frankie",AJP,1986,2.1
NSW,Eden-Monaro,"THALER, Andrew",IND,981,1.0
NSW,Eden-Monaro,"KELLY, Hon Dr Mike",ALP,39565,41.9
NSW,Farrer,"PIKE, Ron",ALA,5874,6.1
NSW,Farrer,"COHN, Amanda",GRN,7936,8.2
NSW,Farrer,"ROSSETTO, Paul",IND,3474,3.6
NSW,Farrer,"MILLS, Brian",IND,4133,4.3
NSW,Farrer,"LEY, Hon Sussan",LP,55893,57.9
NSW,Farrer,"KUNDE, Christian",ALP,17486,18.1
NSW,Farrer,"O'BRIEN, Trevor",IND,1783,1.9
NSW,Fowler,"CASHMAN, Bill",GRN,5264,6.2
NSW,Fowler,"FARHAN, Adam",LP,21812,25.7
NSW,Fowler,"HAYES, Chris",ALP,51559,60.8
NSW,Fowler,"LIMA, Joaquim De",IND,1343,1.6
NSW,Fowler,"HALL, Craig",CDP,4792,5.7
NSW,Gilmore,"RYAN, Steve",CDP,5160,5.0
NSW,Gilmore,"SUDMALIS, Ann",LP,46713,45.3
NSW,Gilmore,"MCCALLUM, Carmel",GRN,10820,10.5
NSW,Gilmore,"PHILLIPS, Fiona",ALP,40476,39.2
NSW,Grayndler,"HURST, Emma",AJP,1831,2.1
NSW,Grayndler,"HINDI, Chris",IND,1029,1.2
NSW,Grayndler,"GRENFELL, Oscar",IND,333,0.4
NSW,Grayndler,"CASEY, Jim",GRN,19555,22.2
NSW,Grayndler,"MEOW-MEOW, Meow-Ludo",IND,1157,1.3
NSW,Grayndler,"SHEIL, Pat",ASP,934,1.1
NSW,Grayndler,"MCFARLANE, Noel",IND,460,0.5
NSW,Grayndler,"MCLACHLAN, Chris",IND,537,0.6
NSW,Grayndler,"ALBANESE, Hon Anthony",ALP,40503,46.1
NSW,Grayndler,"GOGH, David van",LP,20498,23.3
NSW,Grayndler,"ELVY, Jamie",CDP,1085,1.2
NSW,Greenway,"MAK, Timothy",LDP,2923,3.3
NSW,Greenway,"SINGHA, Vivek",IND,924,1.0
NSW,Greenway,"WINSLOW, Chris",GRN,3351,3.8
NSW,Greenway,"SALINS, Rohan",FF,1273,1.4
NSW,Greenway,"WRIGHT, Aaron",CDP,4484,5.0
NSW,Greenway,"KEANE, Yvonne",LP,30657,34.4
NSW,Greenway,"BILLU, Avtar",IND,1749,2.0
NSW,Greenway,"ROWLAND, Michelle",ALP,43722,49.1
NSW,Hughes,"ROBERTSON, Ellie",AJP,3745,4.0
NSW,Hughes,"SMITH, Phil",GRN,6912,7.4
NSW,Hughes,"CAUDRE, Michael",CDP,4490,4.8
NSW,Hughes,"KELLY, Craig",LP,48734,52.0
NSW,Hughes,"STEINWALL, Diedree",ALP,29895,31.9
NSW,Hume,"CHAMPION-FASHOYIN, Aoife",ALP,30221,31.8
NSW,Hume,"COSGROVE, Lindsay",IND,1530,1.6
NSW,Hume,"TAYLOR, Hon Angus",LP,51103,53.8
NSW,Hume,"ANTHONEY, Trevor",IND,2267,2.4
NSW,Hume,"BYL, Adrian Van Der",CDP,3533,3.7
NSW,Hume,"SHERWOOD, Michaela",GRN,6274,6.6
NSW,Hunter,"ROGERS, Ruth",NAT,25409,26.3
NSW,Hunter,"HARVEY, John",IND,4740,4.9
NSW,Hunter,"FITZGIBBON, Hon Joel",ALP,49962,51.2
NSW,Hunter,"MARTIN, Arjay",IND,1103,1.2
NSW,Hunter,"MORRIS, Peter",GRN,6842,7.1
NSW,Hunter,"STRETTON, Richard",CDP,3260,3.4
NSW,Hunter,"WARHAM, John",IND,1934,2.0
NSW,Hunter,"TROY, Cordelia",IND,3216,3.3
NSW,Kingsford Smith,"THISTLETHWAITE, Hon Matt",ALP,43642,47.4
NSW,Kingsford Smith,"MACDONALD, James",GRN,9698,10.5
NSW,Kingsford Smith,"WEATHERSTONE, Andrew",CDP,2144,2.3
NSW,Kingsford Smith,"FENELEY, Dr Michael",LP,34591,37.5
NSW,Kingsford Smith,"LEONG, Andrea",IND,2059,2.2
NSW,Lindsay,"CORNISH, Marcus",IND,2128,2.4
NSW,Lindsay,"LIU, Kingsley",GRN,3199,3.6
NSW,Lindsay,"SCOTT, Fiona",LP,35081,39.3
NSW,Lindsay,"GRIMLEY, Scott",IND,1497,1.7
NSW,Lindsay,"HUSAR, Emma",ALP,36675,41.1
NSW,Lindsay,"RODDICK, Stephen",IND,2110,2.4
NSW,Lindsay,"WORMALD, Warren",CDP,2701,3.0
NSW,Lindsay,"BLUNDELL, Deborah",AJP,1454,1.6
NSW,Lindsay,"SALEAM, Dr Jim",IND,1068,1.2
NSW,Lindsay,"BROOY, Linda La",FF,1513,1.7
NSW,Lindsay,"LYNCH, Stephen",NXT,1850,2.1
NSW,Lyne,"ALLEY, Peter",ALP,26470,26.6
NSW,Lyne,"LYFORD, Julie",GRN,9406,9.4
NSW,Lyne,"CARTER, Elaine",CDP,3026,3.0
NSW,Lyne,"CHRISTENSEN, Brad",IND,9227,9.3
NSW,Lyne,"GILLESPIE, Dr David",NAT,49399,49.6
NSW,Lyne,"RIACH, Rodger",IND,2126,2.1
NSW,Macarthur,"BAKOSS, Richard",NXT,3316,3.7
NSW,Macarthur,"GANT, James",CDP,3875,4.3
NSW,Macarthur,"MATHESON, Russell",LP,32235,35.9
NSW,Macarthur,"FREELANDER, Dr Michael",ALP,46650,51.9
NSW,Macarthur,"MORONEY, Ben",GRN,3836,4.2
NSW,Mackellar,"GAVIN, Liam",IND,2669,2.8
NSW,Mackellar,"BALL, Jim",IND,6797,7.3
NSW,Mackellar,"HALL, Mike",GRN,13204,14.0
NSW,Mackellar,"WRIGHT, Annie",CDP,2411,2.6
NSW,Mackellar,"FALINSKI, Jason",LP,48103,51.2
NSW,Mackellar,"FUNNELL, Rhonda",ALP,16296,17.3
