State,Division,Candidate,Party,Votes,Percent
NSW,Riverina,"KELTON, Leslie",CPA,1358,3.7
NSW,Riverina,"ROBERTON, Hugh",CP,19781,53.3
NSW,Riverina,"SHEEHAN, Michael",ALP,15975,43.0
NSW,Robertson,"DEAN, Roger",LP,22804,54.0
NSW,Robertson,"GERAGHTY, Walter",ALP,19406,46.0
NSW,Shortland,"DOWNEY, Arthur",LP,14369,35.0
NSW,Shortland,"GRIFFITHS, Charles",ALP,26708,65.0
NSW,St George,"GRAHAM, Bruce",LP,19890,51.6
NSW,St George,"LEMMON, Hon Nelson",ALP,18670,48.4
NSW,Warringah,"BLAND, Francis",LP,29362,75.7
NSW,Warringah,"MCCULLUM, Francis",ALP,9417,24.3
NSW,Watson,"CLARK, Donald",LP,17158,43.3
NSW,Watson,"CURTIN, Daniel",ALP,22510,56.7
NSW,Wentworth,"HARRISON, Hon Eric",LP,28127,75.7
NSW,Wentworth,"TREVELYAN, Cecil",ALP,9041,24.3
NSW,Werriwa,"GRIFFITH, Ian",LP,21257,44.9
NSW,Werriwa,"LAZZARINI, Hon Hubert",ALP,26104,55.1
NSW,West Sydney,"MILES, John",CPA,3483,10.4
NSW,West Sydney,"MINOGUE, Daniel",ALP,21123,63.4
NSW,West Sydney,"MOTTERSHEAD, Basil",LP,8203,24.6
NSW,West Sydney,"PETERS, Clare",IND,528,1.6
VIC,Balaclava,"LEWIS, Arthur",ALP,14845,36.7
VIC,Balaclava,"WHITE, Hon Thomas",LP,25578,63.3
VIC,Ballaarat,"JOSHUA, Robert",ALP,20482,51.2
VIC,Ballaarat,"PITTARD, Alan",LP,19517,48.8
VIC,Batman,"BIRD, Alan",ALP,23335,60.6
VIC,Batman,"CAPP, Frederick",LP,15184,39.4
VIC,Bendigo,"CARTY-SALMON, Charles",LP,18997,46.4
VIC,Bendigo,"CLAREY, Hon Percy",ALP,21975,53.6
VIC,Burke,"PETERS, Edward",ALP,27422,72.4
VIC,Burke,"WALL, Alfred",LP,10446,27.6
VIC,Chisholm,"HUGHES, Hon Wilfrid KENT",LP,27016,65.0
VIC,Chisholm,"WHITING, Ronald",ALP,14563,35.0
VIC,Corangamite,"MCDONALD, Hon Allan",LP,22087,58.7
VIC,Corangamite,"MCLEAN, Angus",ALP,15535,41.3
VIC,Corio,"DEDMAN, Hon John",ALP,20592,49.8
VIC,Corio,"OPPERMAN, Hubert",LP,20731,50.2
VIC,Darebin,"ANDREWS, Thomas",ALP,26412,64.4
VIC,Darebin,"SAVAGE, Gordon",LP,14572,35.6
VIC,Deakin,"BRYANT, Gordon",ALP,21908,46.4
VIC,Deakin,"BUTLER, Eric",IND,2364,5.0
VIC,Deakin,"DAVIS, Frank",LP,22946,48.6
VIC,Fawkner,"BOURKE, William",ALP,20158,51.6
VIC,Fawkner,"HOWSON, Peter",LP,18586,47.6
VIC,Fawkner,"KENNEDY, Colin",IND,332,0.8
VIC,Flinders,"EWERT, Keith",ALP,17833,43.0
VIC,Flinders,"HIPWELL, Robert",IND,891,2.1
VIC,Flinders,"RYAN, Rupert",LP,22728,54.8
VIC,Gellibrand,"DOBBIN, Alexander",CPA,4003,10.0
VIC,Gellibrand,"MULLENS, John",ALP,25863,64.9
VIC,Gellibrand,"TREWIN, Gordon",LP,9973,25.0
VIC,Gippsland,"BOWDEN, George",CP,22799,65.1
VIC,Gippsland,"FITZGERALD, Victor",ALP,12247,34.9
VIC,Henty,"GULLETT, Jo",LP,23642,57.3
VIC,Henty,"MCRAE, Doris",CPA,781,1.9
VIC,Henty,"TREYVAUD, Percy",ALP,16814,40.8
VIC,Higgins,"HOLT, Hon Harold",LP,24217,64.4
VIC,Higgins,"HUGHES, Mary Kent",IND,1925,5.1
VIC,Higgins,"NICHOLAS, Benjamin",ALP,11490,30.5
VIC,Higinbotham,"SOWERBUTTS, Geoffrey",ALP,21368,45.6
VIC,Higinbotham,"TIMSON, Frank",LP,25493,54.4
VIC,Hoddle,"CREMEAN, John",ALP,27685,78.7
VIC,Hoddle,"EASTON, Ernest",LP,6193,17.6
VIC,Hoddle,"LOYE, Leslie",CPA,1310,3.7
VIC,Indi,"BOSTOCK, William",LP,22137,58.6
VIC,Indi,"EDMONDSON, Charles",ALP,15623,41.4
VIC,Isaacs,"BOURKE, John",ALP,16165,42.6
VIC,Isaacs,"GOLDBLOOM, Samuel",IND,2224,5.9
VIC,Isaacs,"HAWORTH, William",LP,19548,51.5
VIC,Kooyong,"LAWRIE, Edward",CPA,1734,4.2
VIC,Kooyong,"MENZIES, Rt Hon Robert",LP,28174,67.4
VIC,Kooyong,"SHEEHY, Maurice",ALP,11873,28.4
VIC,La Trobe,"CASEY, Rt Hon Richard",LP,26920,58.0
VIC,La Trobe,"REES, Bernard",ALP,19464,42.0
VIC,Lalor,"BATEMAN, Allen",LP,19103,45.1
VIC,Lalor,"POLLARD, Hon Reginald",ALP,23278,54.9
VIC,Mcmillan,"BROWN, Geoffrey",LP,21465,55.7
VIC,Mcmillan,"CHARLESWORTH, Frederick",CPA,1328,3.4
VIC,Mcmillan,"HAWKINS, Horace",ALP,15717,40.8
VIC,Mallee,"O'CONNOR, Alfred",ALP,13542,38.3
VIC,Mallee,"TURNBULL, Winton",CP,21784,61.7
VIC,Maribyrnong,"COLLIE, Stuart",LP,15502,35.7
VIC,Maribyrnong,"DRAKEFORD, Hon Arthur",ALP,27963,64.3
VIC,Melbourne,"BYRNE, Desmond",LP,12168,33.1
VIC,Melbourne,"CALWELL, Hon Arthur",ALP,23131,63.0
VIC,Melbourne,"O'DAY, Dr Gerald",CPA,1441,3.9
VIC,Melbourne Ports,"CREAN, Frank",ALP,26502,71.2
VIC,Melbourne Ports,"PROWSE, Michael",LP,10740,28.8
VIC,Murray,"ANDERSON, Gordon",ALP,14834,39.0
VIC,Murray,"MCEWEN, Hon John",CP,23248,61.0
VIC,Wannon,"MACKINNON, Daniel",LP,17601,48.9
VIC,Wannon,"MCLEOD, Donald",ALP,18427,51.1
VIC,Wills,"BLACKBURN, Doris",IND,7595,17.6
VIC,Wills,"BRYSON, William",ALP,21136,48.9
VIC,Wills,"GRAFEN, Baden",LP,14461,33.5
VIC,Wimmera,"LAWRENCE, William",LP,22005,63.0
VIC,Wimmera,"SUDHOLZ, Cyril",ALP,12932,37.0
VIC,Yarra,"BISNEY, Kenneth",LP,13668,35.7
VIC,Yarra,"KEON, Stan",ALP,23039,60.1
VIC,Yarra,"MILLER, Kenneth",CPA,1619,4.2
QLD,Bowman,"HANSON, Mabel",CPA,1552,3.9
QLD,Bowman,"LYONS, Michael",ALP,16637,42.0
QLD,Bowman,"MCCOLM, Malcolm",LP,21410,54.1
QLD,Brisbane,"GRAHAM, Albert",CPA,2225,6.4
QLD,Brisbane,"LAWSON, Hon George",ALP,18588,53.6
QLD,Brisbane,"MCDONAGH, Donagh",LP,13883,40.0
QLD,Capricornia,"GARDNER, Harold",ALP,15848,48.1
QLD,Capricornia,"PEARCE, Henry",LP,17073,51.9
QLD,Darling Downs,"SWARTZ, Reginald",LP,Unopposed,100.0
QLD,Dawson,"DAVIDSON, Charles",CP,19058,56.3
QLD,Dawson,"HYDE, George",ALP,14773,43.7
QLD,Fisher,"ADERMANN, Charles",CP,29417,72.9
QLD,Fisher,"ARNELL, Geoffrey",ALP,10952,27.1
QLD,Griffith,"BERRY, Douglas",LP,19019,53.7
QLD,Griffith,"THIEME, William",ALP,16373,46.3
QLD,Herbert,"JEFFREY, Douglas",CP,15332,42.7
QLD,Herbert,"EDMONDS, William",ALP,19445,54.1
QLD,Herbert,"PHELAN, Gwendoline",CPA,1160,3.2
QLD,Kennedy,"BROWNE, Sylvester",CP,11038,39.8
QLD,Kennedy,"RIORDAN, Hon William",ALP,16700,60.2
QLD,Leichhardt,"ANEAR, Richard",CPA,1329,3.9
QLD,Leichhardt,"BRUCE, Hon Henry",ALP,16827,49.0
QLD,Leichhardt,"GILMORE, Thomas",CP,16163,47.1
QLD,Lilley,"COLLINGS, Walter",IND,1681,4.2
QLD,Lilley,"HADLEY, James",ALP,15055,37.9
QLD,Lilley,"WIGHT, Bruce",LP,22945,57.8
QLD,Mcpherson,"FADDEN, Rt Hon Arthur",CP,24899,74.9
QLD,Mcpherson,"ROSSER, John",ALP,8338,25.1
QLD,Maranoa,"BRIMBLECOMBE, Wilfred",CP,10316,32.4
QLD,Maranoa,"DOHRING, Alfred",ALP,11989,37.7
QLD,Maranoa,"RUSSELL, Charles",IND,9502,29.9
QLD,Moreton,"FRANCIS, Hon Josiah",LP,27146,59.5
QLD,Moreton,"MANSFIELD, Robert",ALP,17661,38.7
QLD,Moreton,"YARROW, William",CPA,813,1.8
QLD,Oxley,"CAMERON, Dr Donald",LP,21219,58.2
QLD,Oxley,"CRILLY, Andrew",ALP,14648,40.2
QLD,Oxley,"O'CONNOR, Francis",CPA,602,1.7
QLD,Petrie,"BREDHAUER, Patrick",ALP,17533,41.4
QLD,Petrie,"HULME, Alan",LP,24843,58.6
QLD,Ryan,"DRURY, Nigel",LP,26021,60.9
QLD,Ryan,"LUTON, Bernard",ALP,16733,39.1
QLD,Wide Bay,"CORSER, Bernard",CP,22895,56.9
QLD,Wide Bay,"WALLACE, Thomas",ALP,17337,43.1
SA,Adelaide,"CHAMBERS, Hon Cyril",ALP,22938,59.8
SA,Adelaide,"PHILLIPS, Thomas",LP,14670,38.3
SA,Adelaide,"ROBERTSON, Edward",CPA,732,1.9
SA,Angas,"DOWNER, Alexander",LP,25323,63.9
SA,Angas,"EDWARDS, John",ALP,14324,36.1
SA,Barker,"CAMERON, Hon Archie",LP,25256,61.4
SA,Barker,"CORCORAN, James",ALP,14880,36.2
SA,Barker,"LLOYD, Charles",IND,528,1.3
SA,Barker,"RIECK, Frank",IND,481,1.2
SA,Boothby,"MCLEAY, John",LP,24644,61.1
SA,Boothby,"WRIGHT, William",ALP,15714,38.9
SA,Grey,"ANDREWS, Edward",LP,16749,43.9
SA,Grey,"RUSSELL, Edgar",ALP,21384,56.1
SA,Hindmarsh,"CAMERON, Clyde",ALP,Unopposed,100.0
SA,Kingston,"GALVIN, Patrick",ALP,24834,50.6
SA,Kingston,"HANDBY, Herbert",LP,23614,48.1
SA,Kingston,"STEAD, Eric",CPA,654,1.3
SA,Port Adelaide,"CASKEY, John",LP,12342,25.9
SA,Port Adelaide,"FINGER, Dr Alan",CPA,1304,2.7
SA,Port Adelaide,"THOMPSON, Bert",ALP,33979,71.3
SA,Sturt,"MCMULLIN, Leslie",ALP,20554,47.6
SA,Sturt,"WILSON, Keith",LP,22599,52.4
SA,Wakefield,"HASSE, Cyril",ALP,15437,39.9
SA,Wakefield,"MCBRIDE, Hon Philip",LP,23232,60.1
WA,Canning,"HAMILTON, Leonard",CP,22012,64.6
WA,Canning,"MUNDAY, Percy",ALP,12057,35.4
WA,Curtin,"HASLUCK, Paul",LP,25998,64.7
WA,Curtin,"HENSHAW, John",ALP,14193,35.3
WA,Forrest,"FREETH, Gordon",LP,22287,59.5
WA,Forrest,"O'CONNOR, Frederick",ALP,15171,40.5
WA,Fremantle,"BEAZLEY, Kim",ALP,23901,56.7
WA,Fremantle,"SEATON, Leonard",LP,18273,43.3
WA,Kalgoorlie,"JOHNSON, Hon Victor",ALP,Unopposed,100.0
WA,Moore,"HUNTER, Arthur",ALP,13492,40.4
WA,Moore,"LESLIE, Hugh",CP,19921,59.6
WA,Perth,"BURKE, Thomas",ALP,17501,49.0
WA,Perth,"KELLY, James",CPA,532,1.5
WA,Perth,"SNEDDEN, Billy",LP,17705,49.5
WA,Swan,"GRAYDEN, William",LP,24336,53.0
WA,Swan,"JOLLY, Alexander",CPA,1280,2.8
WA,Swan,"WEBB, Harry",ALP,20258,44.2
TAS,Bass,"KEKWICK, Bruce",LP,16469,53.4
TAS,Bass,"O'BYRNE, Colman",ALP,14346,46.6
TAS,Darwin,"FOSTER, Arthur",ALP,5171,17.3
TAS,Darwin,"LUCK, Aubrey",LP,14819,49.7
TAS,Darwin,"POULTER, Maxwell",ALP,9820,32.9
TAS,Denison,"MCNEAIR, Mervyn",ALP,13545,46.7
TAS,Denison,"TOWNLEY, Athol",LP,15449,53.3
TAS,Franklin,"FALKINDER, Charles",LP,17983,55.4
TAS,Franklin,"FROST, Stewart",ALP,14460,44.6
TAS,Wilmot,"BROWNING, Lionel",LP,14794,46.9
TAS,Wilmot,"DUTHIE, Gilbert",ALP,16746,53.1
NT,Northern Territory,"EDWARDS, Ralph",CP,1085,21.6
NT,Northern Territory,"LITCHFIELD, Jessie",IND,717,14.3
NT,Northern Territory,"NELSON, John",ALP,3213,64.1
ACT,Australian Capital Territory,"ASHTON, Jessie",IND,373,3.2
ACT,Australian Capital Territory,"FRASER, James",ALP,5905,49.9
ACT,Australian Capital Territory,"GREENWOOD, Clyde",LP,2287,19.3
ACT,Australian Capital Territory,"NOTT, Dr Lewis",IND,3265,27.6
