State,Division,Candidate,Party,Votes,Percent
VIC,Mernda,"HARPER, Hon Robert",Prot,5306,36.5
VIC,Mernda,"KENNEALLY, James",ALP,3962,27.2
VIC,Mernda,"LECKIE, John",AS,3753,25.8
VIC,Mernda,"O'NEILL, Richard",IND,1534,10.5
VIC,Wimmera,"BRAUER, Herman",IND,1737,11.3
VIC,Wimmera,"HIRSCH, Max",IND,2002,13.0
VIC,Wimmera,"LESLIE, William",IND,142,0.9
VIC,Wimmera,"SAMPSON, Sydney",AS,7911,51.6
VIC,Wimmera,"TAFFE, Richard",ALP,3554,23.2
VIC,Yarra,"ROBERTS, George",IND,358,2.4
VIC,Yarra,"TUDOR, Hon Frank",ALP,8591,58.3
VIC,Yarra,"VALE, Richard",IND,5776,39.2
QLD,Brisbane,"CULPIN, Dr Millice",ALP,5187,38.7
QLD,Brisbane,"FOXTON, Justin",AS,8200,61.3
QLD,Capricornia,"ARCHER, Edward",AS,7892,55.6
QLD,Capricornia,"THOMSON, David",ALP,6304,44.4
QLD,Darling Downs,"GROOM, Hon Littleton",Prot,7440,65.1
QLD,Darling Downs,"RANSOME, Horace",ALP,3991,34.9
QLD,Herbert,"BAMFORD, Hon Frederick",ALP,8151,52.9
QLD,Herbert,"TUNBRIDGE, Walter",AS,7255,47.1
QLD,Kennedy,"JOHNSON, Frederick",AS,4711,42.2
QLD,Kennedy,"MCDONALD, Hon Charles",ALP,6462,57.8
QLD,Maranoa,"LITTLE, Joseph",AS,2989,31.2
QLD,Maranoa,"PAGE, Hon James",ALP,6599,68.8
QLD,Moreton,"SINCLAIR, Hugh",AS,10055,62.5
QLD,Moreton,"WILKINSON, Hon James",ALP,6038,37.5
QLD,Oxley,"EDWARDS, Hon Richard",AS,8722,66.6
QLD,Oxley,"MERRY, Alfred",ALP,4372,33.4
QLD,Wide Bay,"FISHER, Hon Andrew",ALP,8118,54.5
QLD,Wide Bay,"HARVEY, Jasper",AS,6784,45.5
SA,Adelaide,"KINGSTON, Rt Hon Charles",Prot,Unopposed,100.0
SA,Angas,"DEY, Alexander",ALP,3177,36.4
SA,Angas,"GLYNN, Hon Patrick",AS,5546,63.6
SA,Barker,"CAMPBELL, Rowland",ALP,4715,41.9
SA,Barker,"LIVINGSTON, John",AS,6534,58.1
SA,Boothby,"BATCHELOR, Hon Lee",ALP,Unopposed,100.0
SA,Grey,"POYNTON, Hon Alexander",ALP,Unopposed,100.0
SA,Hindmarsh,"HUTCHISON, James",ALP,Unopposed,100.0
SA,Wakefield,"HOLDER, Hon Sir Frederick",IND,6972,63.8
SA,Wakefield,"VAUGHAN, John",ALP,3953,36.2
WA,Coolgardie,"ARCHIBALD, John",WAP,2503,26.9
WA,Coolgardie,"MAHON, Hon Hugh",ALP,6806,73.1
WA,Fremantle,"CARPENTER, William",ALP,4629,49.1
WA,Fremantle,"HEDGES, William",WAP,4798,50.9
WA,Kalgoorlie,"BURTON, William",WAP,2051,21.0
WA,Kalgoorlie,"FRAZER, Charles",ALP,7715,79.0
WA,Perth,"FOWLER, Hon James",ALP,4892,52.7
WA,Perth,"THURSTAN, Edward",WAP,4384,47.3
WA,Swan,"FORREST, Rt Hon Sir John",WAP,8418,66.2
WA,Swan,"O'LOUGHLEN, Peter",ALP,4292,33.8
TAS,Bass,"OLDHAM, William",AS,3522,37.7
TAS,Bass,"STORRER, David",Prot,5826,62.3
TAS,Darwin,"BANNISTER, Henry",IND,849,8.9
TAS,Darwin,"LAMERTON, William",AS,3420,36.0
TAS,Darwin,"O'MALLEY, Hon King",ALP,5215,55.0
TAS,Denison,"BROWN, William",IND,434,3.9
TAS,Denison,"BURNS, George",ALP,4165,37.6
TAS,Denison,"FYSH, Hon Sir Philip",AS,6473,58.5
TAS,Franklin,"MCWILLIAMS, William",AS,Unopposed,100.0
TAS,Wilmot,"ATKINSON, Llewellyn",AS,3935,45.2
TAS,Wilmot,"CAMERON, Hon Donald",IND,1058,12.1
TAS,Wilmot,"FENTON, Charles",Prot,510,5.9
TAS,Wilmot,"WILSON, Thomas",ALP,3205,36.8
