State,Division,Candidate,Party,Votes,Percent
NSW,Banks,"ANDERSON, John",DLP,2114,3.9
NSW,Banks,"GREEN, Randall",LP,17756,33.0
NSW,Banks,"MARTIN, Vincent",ALP,31620,58.7
NSW,Banks,"NASMYTH, Charles",AP,2392,4.4
NSW,Barton,"BRUCE, Vince",LP,23306,41.1
NSW,Barton,"HOWARD, Brian",IND,348,0.6
NSW,Barton,"HOWSE, Rhonda",AP,2255,4.0
NSW,Barton,"REYNOLDS, Leonard",ALP,29931,52.8
NSW,Barton,"STAFFORD, Bruce",DLP,877,1.5
NSW,Bennelong,"CRAMER, Hon Sir John",LP,27113,46.0
NSW,Bennelong,"FITZPATRICK, Gwendoline",DLP,2040,3.5
NSW,Bennelong,"LEACH, Gladwys",AP,6212,10.5
NSW,Bennelong,"RUSSELL, Norman",ALP,22534,38.2
NSW,Bennelong,"SULIMA, Jean",IND,1061,1.8
NSW,Berowra,"EDWARDS, Dr Harold",LP,29993,53.5
NSW,Berowra,"HAIG, David",AP,4733,8.4
NSW,Berowra,"STRENGER, Michael",DLP,2055,3.7
NSW,Berowra,"WILLIAMS, George",ALP,19260,34.4
NSW,Blaxland,"GHENT, John",LP,16317,29.6
NSW,Blaxland,"KEATING, Paul",ALP,36724,66.7
NSW,Blaxland,"YOUNG, Anthony",DLP,2020,3.7
NSW,Bradfield,"BERRILL, Helen",IND,2251,3.8
NSW,Bradfield,"DWYER, Allan",DLP,2412,4.1
NSW,Bradfield,"MCMILLAN, Mavis",AP,4876,8.2
NSW,Bradfield,"POMEROY, John",ALP,13458,22.7
NSW,Bradfield,"TURNER, Henry",LP,36378,61.3
NSW,Calare,"ENGLAND, John",CP,23517,51.5
NSW,Calare,"GRANT, John",DLP,2443,5.3
NSW,Calare,"HALL, Francis",ALP,19748,43.2
NSW,Chifley,"ARMITAGE, John",ALP,45656,71.5
NSW,Chifley,"CALABY, Alan",LP,14720,23.0
NSW,Chifley,"REA, Francesco",DLP,3504,5.5
NSW,Cook,"DOBIE, Hon Donald",LP,24527,45.5
NSW,Cook,"FORSHAW, Bernard",DLP,1232,2.3
NSW,Cook,"GALLAGHER, Ronald",IND,153,0.3
NSW,Cook,"GRAY, Marjorie",AP,2230,4.1
NSW,Cook,"SAINSBURY, Judith",IND,674,1.3
NSW,Cook,"THORBURN, Ray",ALP,25037,46.5
NSW,Cowper,"CRONIN, Thomas",ALP,21235,44.8
NSW,Cowper,"CUMMING, David",DLP,1349,2.8
NSW,Cowper,"MAYNES, John",AP,1410,3.0
