State,Division,Candidate,Party,Votes,Percent
NSW,Banks,"COLEMAN, Hon David",LP,41622,45.2
NSW,Banks,"COCKER, Elouise",LDP,1264,1.4
NSW,Banks,"MOMIRCEVSKI, Marika",UAP,5048,5.5
NSW,Banks,"HANNA, Natalie",GRN,8063,8.8
NSW,Banks,"KHOUW, Steve",IND,961,1.0
NSW,Banks,"HEFFERNAN, Malcolm",PHON,2628,2.9
NSW,Banks,"SOON, Zhi",ALP,32459,35.3
NSW,Barton,"BURNEY, Hon Linda",ALP,46206,50.4
NSW,Barton,"HONOS, Dimitri",UAP,5611,6.1
NSW,Barton,"VANDIJK, Taylor",GRN,11441,12.5
NSW,Barton,"GOODY, John",LP,23992,26.2
NSW,Barton,"POLLARD, Phillip",PHON,4373,4.8
NSW,Bennelong,"AUGUST, John",Fus,2125,2.1
NSW,Bennelong,"ADAMS, Tony",GRN,11395,11.5
NSW,Bennelong,"CAMERON, Dougal",LDP,1539,1.5
NSW,Bennelong,"KENNEDY, Simon",LP,41206,41.3
NSW,Bennelong,"COLLYER, Rhys",UAP,2915,2.9
NSW,Bennelong,"WATERSON, Victor",PHON,1664,1.7
NSW,Bennelong,"LAXALE, Jerome",ALP,37596,37.7
NSW,Bennelong,"DHONGDUE, Kyinzom",DPDA,1208,1.2
NSW,Berowra,"SAMIOS, Nicholas",LDP,2307,2.5
NSW,Berowra,"SALITRA, Tania",GRN,14536,15.6
NSW,Berowra,"BOSMA, Rhiannon",PHON,2972,3.2
NSW,Berowra,"LEESER, Julian",LP,45797,49.1
NSW,Berowra,"CLARKE, Brendan",Fus,1418,1.5
NSW,Berowra,"KOSCHINSKI, Benson",ALP,20746,22.2
NSW,Berowra,"LOUIE, David",AFP,509,0.5
NSW,Berowra,"WOODWARD, Roger",IND,904,1.0
NSW,Berowra,"MARTINIC, Christopher",UAP,2315,2.5
NSW,Berowra,"CASWELL, Benjamin",IND,1802,1.9
NSW,Blaxland,"STEPANOFF, Adam",PHON,4421,5.4
NSW,Blaxland,"GUNEY, Oz",LP,22059,27.0
NSW,Blaxland,"EISLER, Linda",GRN,5187,6.4
NSW,Blaxland,"CLARE, Hon Jason",ALP,44905,55.0
NSW,Blaxland,"SINOSIC, Elvis",UAP,5105,6.3
NSW,Bradfield,"BOELE, Nicolette",IND,20198,20.9
NSW,Bradfield,"BRIGDEN, David",ALP,16902,17.5
NSW,Bradfield,"COUSINS, Martin",GRN,8960,9.3
NSW,Bradfield,"KITSON, Janine",IND,3018,3.1
NSW,Bradfield,"FLETCHER, Rob",UAP,2496,2.6
NSW,Bradfield,"FLETCHER, Hon Paul",LP,43562,45.1
NSW,Bradfield,"LOWE, Michael",PHON,1568,1.6
NSW,Calare,"HOOK, Kate",IND,21891,20.4
NSW,Calare,"WHITTAKER, Stacey",PHON,9057,8.4
NSW,Calare,"NANKERVIS, Kay",GRN,4891,4.6
NSW,Calare,"ELLIOTT, Sarah",ALP,16252,15.1
NSW,Calare,"GEE, Hon Andrew",NAT,51161,47.7
NSW,Calare,"JANNIS, Adam",UAP,4067,3.8
NSW,Chifley,"BATISH, Amit",PHON,6034,6.2
NSW,Chifley,"RASKOV, Zvetanka",UAP,5149,5.3
NSW,Chifley,"KHAN, Ammar",IND,1839,1.9
NSW,Chifley,"ROUGHLEY, Ben",LDP,3263,3.4
NSW,Chifley,"SELVENTHIRAN, Sujan",GRN,5622,5.8
NSW,Chifley,"SINGH, Jugandeep",LP,24046,24.7
NSW,Chifley,"HUSIC, Hon Ed",ALP,51236,52.7
NSW,Cook,"CAMERON, Gaye",PHON,4985,5.1
NSW,Cook,"DYSON, Catherine",GRN,9685,9.9
NSW,Cook,"MORRISON, Hon Scott",LP,54322,55.5
NSW,Cook,"GUINANE, Jacqueline",UAP,4381,4.5
NSW,Cook,"EARLE, Simon",ALP,24444,25.0
NSW,Cowper,"ASPIOTIS, Faye",PHON,9047,8.1
NSW,Cowper,"MCMULLEN, Keith",ALP,15566,14.0
NSW,Cowper,"CONAGHAN, Pat",NAT,43909,39.5
NSW,Cowper,"HEISE, Caz",IND,29206,26.3
NSW,Cowper,"CHASELING, Simon",LDP,4316,3.9
NSW,Cowper,"FAIRHALL, Joshua",UAP,2674,2.4
NSW,Cowper,"NOTT, Timothy",GRN,6518,5.9
NSW,Cunningham,"UREN, Marcus",LP,25418,25.0
NSW,Cunningham,"BRITTON, Ben",UAP,4936,4.9
NSW,Cunningham,"BYRNES, Alison",ALP,40783,40.1
NSW,Cunningham,"GARNAUT-MILLER, Alexis",ACP,1098,1.1
NSW,Cunningham,"GREEN, Dylan",GRN,22011,21.7
NSW,Cunningham,"GLOVER, Michael",LDP,2207,2.2
NSW,Cunningham,"GROGAN, Thomas",PHON,5218,5.1
NSW,Dobell,"BARNES, Geoff",Fus,2202,2.2
NSW,Dobell,"MACKIN, Dean",UAP,3818,3.8
NSW,Dobell,"FENELEY, Dr Michael",LP,34276,33.7
NSW,Dobell,"CONNOR, Cath",GRN,8700,8.5
NSW,Dobell,"STEVENSON, Martin",PHON,7583,7.5
NSW,Dobell,"METHERELL, Eliot",LDP,1543,1.5
NSW,Dobell,"MCBRIDE, Emma",ALP,43595,42.9
NSW,Eden-Monaro,"HOLGATE, James",Sust,2260,2.2
NSW,Eden-Monaro,"HOLMES, Maxwell",LDP,2625,2.6
NSW,Eden-Monaro,"MCBAIN, Kristy",ALP,43215,42.6
NSW,Eden-Monaro,"BUTLER, Greg",AD,651,0.6
NSW,Eden-Monaro,"GARNON, Darren",UAP,2566,2.5
NSW,Eden-Monaro,"NOCKLES, Dr Jerry",LP,33520,33.0
NSW,Eden-Monaro,"HARRIS, Vivian",GRN,9376,9.2
NSW,Eden-Monaro,"MCLENNAN, Toni",IMOP,909,0.9
NSW,Eden-Monaro,"THALER, Andrew",IND,2044,2.0
NSW,Eden-Monaro,"SHANNON, Boyd",PHON,4351,4.3
NSW,Farrer,"DAVERN, Eli",GRN,9163,9.1
NSW,Farrer,"LEY, Hon Sussan",LP,52566,52.3
NSW,Farrer,"DUNCAN-STRELEC, Amanda",IND,3189,3.2
NSW,Farrer,"SF&F, Paul Britton",IND,5339,5.3
NSW,Farrer,"ROWORTH, Ian",LDP,1595,1.6
NSW,Farrer,"FRANCIS, Richard",PHON,6363,6.3
NSW,Farrer,"RAMOS, Julie",UAP,3270,3.3
NSW,Farrer,"CAMERON, Darren",ALP,19097,19.0
NSW,Fowler,"KENEALLY, Hon Kristina",ALP,30973,36.1
NSW,Fowler,"PANICH, Lela",UAP,5512,6.4
NSW,Fowler,"RUNGE, Peter",LDP,2094,2.4
NSW,Fowler,"LE, Dai",IND,25346,29.5
NSW,Fowler,"NGUYEN, Courtney",LP,14740,17.2
NSW,Fowler,"MARGOS, Tony",PHON,3047,3.6
NSW,Fowler,"HOWARD, Avery",GRN,4191,4.9
NSW,Gilmore,"CONSTANCE, Andrew",LP,46941,42.0
NSW,Gilmore,"DIGIGLIO, Nina",IND,4721,4.2
NSW,Gilmore,"MCCALLUM, Carmel",GRN,11417,10.2
NSW,Gilmore,"MALONEY, Jordan",UAP,3108,2.8
NSW,Gilmore,"EID, Jerremy",PHON,4453,4.0
NSW,Gilmore,"FADINI, Adrian",LDP,890,0.8
NSW,Gilmore,"PHILLIPS, Fiona",ALP,40175,36.0
NSW,Grayndler,"SMITH, David",UAP,2101,2.2
NSW,Grayndler,"ALBANESE, Hon Anthony",ALP,50723,53.7
NSW,Grayndler,"ZHANG, Ben",LP,15111,16.0
NSW,Grayndler,"HAGGERTY, James",Fus,1222,1.3
NSW,Grayndler,"KILHAM, Sarina",IND,1973,2.1
NSW,Grayndler,"HENSELIN, Paul",PHON,1449,1.5
NSW,Grayndler,"DELLO-IACOVO, Michael",AJP,1148,1.2
NSW,Grayndler,"JACOBS, Rachael",GRN,20846,22.0
NSW,Greenway,"REX, Mark",UAP,4359,4.3
NSW,Greenway,"ROWLAND, Michelle",ALP,48551,48.3
NSW,Greenway,"KACHWALLA, Adam",LDP,3014,3.0
NSW,Greenway,"BOSI, Riccardo",IND,3272,3.3
NSW,Greenway,"NANDA, Love",IND,1615,1.6
NSW,Greenway,"TURNER, Rick",PHON,2710,2.7
NSW,Greenway,"PATHI, Pradeep",LP,29932,29.8
NSW,Greenway,"ATKINS, Damien",GRN,7086,7.1
NSW,Hughes,"WARE, Jenny",LP,42148,43.5
NSW,Hughes,"THOMPSON, Pete",GRN,6118,6.3
NSW,Hughes,"STEELE, Georgia",IND,13891,14.3
NSW,Hughes,"KELLY, Craig",UAP,7186,7.4
NSW,Hughes,"SEYMOUR, Narelle",PHON,2600,2.7
NSW,Hughes,"SEYMOUR, Linda",IND,3138,3.2
NSW,Hughes,"CAMPBELL, Riley",ALP,21828,22.5
NSW,Hume,"BAINES, Greg",ALP,20864,19.9
NSW,Hume,"DOLLIN, Garry",UAP,4780,4.6
NSW,Hume,"THOMPSON, Rebecca",PHON,7700,7.4
NSW,Hume,"DONA, Sheneli Meneripitiyage",IND,1124,1.1
NSW,Hume,"SF&F, Ross Seller",IND,3108,3.0
NSW,Hume,"STEWART, Karen",GRN,5194,5.0
NSW,Hume,"TAYLOR, Hon Angus",LP,45177,43.1
NSW,Hume,"LIMA, Joaquim De",LDP,770,0.7
NSW,Hume,"ACKERY, Penny",IND,16045,15.3
NSW,Hunter,"MURRAY, Janet",GRN,9562,8.9
NSW,Hunter,"REPACHOLI, Dan",ALP,41514,38.5
NSW,Hunter,"DAVIES, Victoria",AJP,2469,2.3
NSW,Hunter,"BONDS, Stuart",IND,6126,5.7
NSW,Hunter,"TOWNSEND, Cathy",IMOP,1458,1.4
NSW,Hunter,"PASSFIELD, Geoff",UAP,4370,4.1
NSW,Hunter,"THOMSON, James",NAT,29540,27.4
NSW,Hunter,"MCNAMARA, Dale",PHON,10759,10.0
NSW,Hunter,"LARUFFA, Scott",IND,1929,1.8
NSW,Kingsford Smith,"DAVIS, Stuart",GRN,16401,16.8
NSW,Kingsford Smith,"MARR, Darrin",PHON,3051,3.1
NSW,Kingsford Smith,"TAWAF, Anthony",UAP,3388,3.5
NSW,Kingsford Smith,"TAN, Grace",LP,27929,28.6
NSW,Kingsford Smith,"THISTLETHWAITE, Hon Matt",ALP,46697,47.9
NSW,Lindsay,"ROSS, Trevor",ALP,33206,31.7
NSW,Lindsay,"MORSSINK, Pieter",GRN,8404,8.0
NSW,Lindsay,"JAGO, Max",PHON,6203,5.9
NSW,Lindsay,"O'CONNOR, Joseph",UAP,4272,4.1
NSW,Lindsay,"MCINTOSH, Melissa",LP,48939,46.7
NSW,Lindsay,"MCCLURE, Gareth",LDP,1627,1.6
NSW,Lindsay,"RAY, Rebekah",IMOP,2075,2.0
NSW,Lyne,"PEARCE, Joanne",IND,3820,3.6
NSW,Lyne,"PUTLAND, Joel",UAP,4421,4.1
NSW,Lyne,"GILLESPIE, Hon Dr David",NAT,46661,43.5
NSW,Lyne,"SIMPSON, Alex",ALP,23024,21.5
NSW,Lyne,"ATTKINS, Steve",IND,5574,5.2
NSW,Lyne,"HORNSHAW, Mark",LDP,6824,6.4
NSW,Lyne,"CASHMAN, Josephine",PHON,8502,7.9
NSW,Lyne,"ATTENBOROUGH, Karl",GRN,8422,7.9
NSW,Macarthur,"RIVERA, Jayden",GRN,8584,7.8
NSW,Macarthur,"PAUDEL, Binod",LP,33867,30.5
NSW,Macarthur,"FREELANDER, Dr Mike",ALP,51001,45.9
NSW,Macarthur,"SICARI, Rosa",UAP,6602,5.9
NSW,Macarthur,"KORMAN, Scott",LDP,2197,2.0
NSW,Macarthur,"ZAHRA, Adam",PHON,8876,8.0
NSW,Mackellar,"STEELE, Barry",TNL,575,0.6
NSW,Mackellar,"DICKSON, Darren",PHON,2624,2.7
NSW,Mackellar,"SCAMPS, Dr Sophie",IND,37724,38.1
NSW,Mackellar,"GOODMAN, Paula",ALP,8162,8.3
NSW,Mackellar,"FALINSKI, Jason",LP,40993,41.4
NSW,Mackellar,"BALL, Christopher",UAP,2881,2.9
NSW,Mackellar,"HRNJAK, Ethan",GRN,6032,6.1
NSW,Mcmahon,"BOWEN, Hon Chris",ALP,40657,48.0
NSW,Mcmahon,"SALIBA, Marie",UAP,7723,9.1
NSW,Mcmahon,"FORD, Scott",PHON,4612,5.4
NSW,Mcmahon,"SINGHA, Vivek",LP,24006,28.3
NSW,Mcmahon,"O'NEILL, Astrid",GRN,4922,5.8
NSW,Mcmahon,"SHAMSABAD, Cameron",LDP,2822,3.3
NSW,Macquarie,"PETTITT, Tony",PHON,4955,5.2
NSW,Macquarie,"TEMPLEMAN, Susan",ALP,41025,43.0
NSW,Macquarie,"EVANS, Nicole",UAP,2774,2.9
NSW,Macquarie,"JACKSON, James",LDP,1272,1.3
NSW,Macquarie,"KEIGHTLEY, Greg",AJP,2013,2.1
NSW,Macquarie,"HICKEY, Tony",GRN,9115,9.5
NSW,Macquarie,"PALMER, Michelle",IMOP,1318,1.4
NSW,Macquarie,"RICHARDS, Sarah",LP,32980,34.6
NSW,Mitchell,"MEAD, Clinton",LDP,3708,3.4
NSW,Mitchell,"DANIEL, Linda",UAP,3916,3.6
NSW,Mitchell,"COX, Matt",GRN,12796,11.8
NSW,Mitchell,"SELVARAJ, Immanuel",ALP,27597,25.5
NSW,Mitchell,"MCKENZIE, Donald",PHON,3258,3.0
NSW,Mitchell,"HAWKE, Hon Alex",LP,56918,52.6
NSW,New England,"SAMIOS, Pavlo",LDP,3174,3.3
NSW,New England,"DUNCAN, Cindy",UAP,2545,2.6
NSW,New England,"LEDGER, Natasha",IND,2708,2.8
NSW,New England,"JOYCE, Hon Barnaby",NAT,51036,52.5
NSW,New England,"SHARPHAM, Matt",IND,7659,7.9
NSW,New England,"THOMAS, Richard",PHON,4570,4.7
NSW,New England,"SPARKS, Carol",GRN,7524,7.7
NSW,New England,"HUGHES, Laura",ALP,18056,18.6
NSW,Newcastle,"PYWELL, Garth",AFP,1102,1.0
NSW,Newcastle,"MCCABE, Charlotte",GRN,21195,20.1
NSW,Newcastle,"COOK, Amanda",UAP,2517,2.4
NSW,Newcastle,"CLAYDON, Sharon",ALP,46551,44.1
NSW,Newcastle,"HUSSEY, William",IMOP,1140,1.1
NSW,Newcastle,"WARK, Katrina",LP,25816,24.4
NSW,Newcastle,"WATSON, Mark",PHON,4757,4.5
NSW,Newcastle,"BROLLO, Emily",AJP,2549,2.4
NSW,North Sydney,"BOURKE, William",Sust,1163,1.2
NSW,North Sydney,"NALBANDIAN, Robert",UAP,1730,1.8
NSW,North Sydney,"ARMSTRONG, Heather",GRN,8308,8.6
NSW,North Sydney,"KLINE, Victor",TNL,886,0.9
NSW,North Sydney,"KINNEY, Lesley",IMOP,491,0.5
NSW,North Sydney,"TINKLER, Dajen",LDP,1123,1.2
NSW,North Sydney,"ZIMMERMAN, Trent",LP,36956,38.0
NSW,North Sydney,"TINK, Kylea",IND,24477,25.2
NSW,North Sydney,"WALLS, Michael",PHON,1149,1.2
NSW,North Sydney,"RENSHAW, Dr Catherine",ALP,20835,21.5
NSW,Page,"SEARLES, Thomas",LDP,3896,3.7
NSW,Page,"PIKE, Donna",PHON,5621,5.4
NSW,Page,"MILLER, Kashmir",GRN,8863,8.5
NSW,Page,"SMITH, Heather",AFP,816,0.8
NSW,Page,"DEEGAN, Patrick",ALP,19531,18.7
NSW,Page,"DUROUX, Brett",IAPA,1733,1.7
NSW,Page,"WILLIAMSON, Ian",UAP,2431,2.3
NSW,Page,"HOGAN, Hon Kevin",NAT,47701,45.6
NSW,Page,"LUKE, Dr Hanabeth",IND,13734,13.1
NSW,Page,"KILLINGBECK, Serge",TNL,243,0.2
NSW,Parkes,"HARDMAN, Derek",IAPA,4466,5.0
NSW,Parkes,"ROTHWELL, Peter",LDP,5723,6.4
NSW,Parkes,"SWINBOURN, Deborah",PHON,6662,7.5
NSW,Parkes,"COULTON, Hon Mark",NAT,43931,49.3
NSW,Parkes,"STEEN, Petrus Van Der",UAP,2372,2.7
NSW,Parkes,"HOWE, Stuart",IND,2191,2.5
NSW,Parkes,"AYOUB, Jack",ALP,18009,20.2
NSW,Parkes,"FRAIL, Trish",GRN,4214,4.7
NSW,Parkes,"FOX, Benjamin",IMOP,1512,1.7
NSW,Parramatta,"LAXMANALAL, Rohan",AJP,2397,2.9
NSW,Parramatta,"KOVACIC, Maria",LP,29492,35.0
NSW,Parramatta,"FREEMAN, Heather",PHON,2011,2.4
NSW,Parramatta,"TAZEWELL, Liza",LDP,1310,1.6
NSW,Parramatta,"FAYAD, Julian",UAP,4269,5.1
NSW,Parramatta,"BRADLEY, Phil",GRN,7546,9.0
NSW,Parramatta,"CHARLTON, Dr Andrew",ALP,34258,40.6
NSW,Parramatta,"CHRISTOU, Steve",IND,2982,3.6
NSW,Paterson,"TURNER, Neil",PHON,9363,8.2
NSW,Paterson,"VITNELL, Brooke",LP,42142,36.7
NSW,Paterson,"SWANSON, Meryl",ALP,46725,40.7
NSW,Paterson,"KETAS, Angela",IMOP,1883,1.6
NSW,Paterson,"IHLEIN, Louise",GRN,8677,7.6
NSW,Paterson,"BAILEY, Sonia",LDP,1621,1.4
NSW,Paterson,"OLBOURNE, Jason",UAP,4474,3.9
NSW,Reid,"SITOU, Sally",ALP,40768,41.6
NSW,Reid,"KHALILI-NAGHADEH, Sahar",Fus,1553,1.6
NSW,Reid,"WALTERS, Edward",PHON,1997,2.1
NSW,Reid,"BAINI, Natalie",IND,2994,3.1
NSW,Reid,"CAMERON, Andrew",LDP,1824,1.9
NSW,Reid,"MARTIN, Dr Fiona",LP,37126,37.9
NSW,Reid,"DAOUD, Jamal",UAP,2530,2.6
NSW,Reid,"JAGO, Charles",GRN,9184,9.4
NSW,Richmond,"SHARPLES, Terry",IND,1274,1.3
NSW,Richmond,"JONES, Nathan",IND,1974,2.0
NSW,Richmond,"SHEPHERD, Monica",IMOP,2271,2.3
NSW,Richmond,"WARTH, David",IND,2341,2.4
NSW,Richmond,"BIGGS, Gary",LDP,7681,7.7
NSW,Richmond,"ELLIOT, Hon Justine",ALP,28733,28.8
NSW,Richmond,"HONE, Kimberly",NAT,23299,23.3
NSW,Richmond,"BELL-HENSELIN, Tracey",PHON,4073,4.1
NSW,Richmond,"NOLAN, Mandy",GRN,25216,25.3
NSW,Richmond,"MARKS, Robert",UAP,2922,2.9
NSW,Riverina,"ORCHARD, Richard",PHON,8042,8.2
NSW,Riverina,"JEFFRESON, Mark",ALP,20193,20.5
NSW,Riverina,"MARTELOZZO, Daniel",UAP,2585,2.6
NSW,Riverina,"SF&F, Steve Karaitiana",IND,6280,6.4
NSW,Riverina,"MCCORMACK, Hon Michael",NAT,45951,46.6
NSW,Riverina,"CIAVARELLA, Darren",IND,2701,2.7
NSW,Riverina,"MCCRAE, Dean",LDP,6563,6.7
NSW,Riverina,"ORGAN, Michael",GRN,6349,6.4
NSW,Robertson,"MURPHY, Patrick",AJP,1949,2.0
NSW,Robertson,"REID, Dr Gordon",ALP,36231,37.6
NSW,Robertson,"BORTHWICK, Paul",ACP,272,0.3
NSW,Robertson,"WICKS, Lucy",LP,38448,39.9
NSW,Robertson,"MURRAY, Barbara-Jane",UAP,2792,2.9
NSW,Robertson,"LOGAN, Dr Bentley",LDP,736,0.8
NSW,Robertson,"LAWSON, Jeffrey",IAPA,1127,1.2
NSW,Robertson,"O'GRADY, Billy",PHON,3679,3.8
NSW,Robertson,"MASON, Kate",IMOP,1114,1.2
NSW,Robertson,"HAFNER, Alexandra",AFP,220,0.2
NSW,Robertson,"MCGRATH, Shelly",GRN,9642,10.0
NSW,Shortland,"ROBERTS, Bree",AJP,2979,3.0
NSW,Shortland,"PAYNTER, Basil",IND,2554,2.5
NSW,Shortland,"REED, Barry",LDP,2984,3.0
NSW,Shortland,"MCGILL, Nell",LP,32215,32.1
NSW,Shortland,"CONROY, Pat",ALP,40135,40.0
NSW,Shortland,"MAXWELL, Kenneth",UAP,3125,3.1
NSW,Shortland,"GRIERSON, Kim",GRN,9910,9.9
NSW,Shortland,"KING, Quintin",PHON,6397,6.4
NSW,Sydney,"CHUTER, Andrew",SAll,1518,1.5
NSW,Sydney,"PLIBERSEK, Hon Tanya",ALP,52410,50.8
NSW,Sydney,"FERGUSON, Ben",PHON,1889,1.8
NSW,Sydney,"SAHAI, Chetan",GRN,23732,23.0
NSW,Sydney,"ZHOU, Wen",ACP,1002,1.0
NSW,Sydney,"MCALISTER, Ryan",UAP,2298,2.3
NSW,Sydney,"ANDRUSKA, Alexander",LP,20276,19.6
NSW,Warringah,"TRIPP, Steven",PHON,1980,2.1
NSW,Warringah,"STEGGALL, Zali",IND,41832,44.8
NSW,Warringah,"ROBERTSON, Andrew",UAP,2202,2.4
NSW,Warringah,"GLANVILLE, Kristyn",GRN,6910,7.4
NSW,Warringah,"DEVES, Katherine",LP,31129,33.3
NSW,Warringah,"MICKLEBURGH, David",ALP,7806,8.4
NSW,Warringah,"PATERSON, Kate",AJP,1475,1.5
NSW,Watson,"AKTER, Sazeda",LP,22759,26.5
NSW,Watson,"KOUKOULIS, John",UAP,6126,7.1
