State,Division,Candidate,Party,Votes,Percent
NSW,Barrier,"CONSIDINE, Michael",ALP,8786,51.7
NSW,Barrier,"LAWRENCE, Arthur",IND,4735,27.9
NSW,Barrier,"MCALLISTER, Charles",NAT,3476,20.5
NSW,Calare,"LAVELLE, Thomas",ALP,12628,52.3
NSW,Calare,"PIGOTT, Henry",NAT,11526,47.7
NSW,Cook,"CATTS, James",ALP,14559,62.3
NSW,Cook,"HOLT, George",NAT,7248,31.0
NSW,Cook,"MCCRISTAL, Timothy",IND,1562,6.7
NSW,Cowper,"F&S, Dr Earle PAGE",IND,11372,52.4
NSW,Cowper,"PRYOR, Ross",ALP,5712,26.3
NSW,Cowper,"THOMSON, John",NAT,4624,21.3
NSW,Dalley,"CLUTTON, Walter",NAT,10956,40.3
NSW,Dalley,"MAHONY, William",ALP,16242,59.7
NSW,Darling,"BLAKELEY, Arthur",ALP,11344,61.8
NSW,Darling,"PERKINS, Alfred",NAT,7004,38.2
NSW,East Sydney,"WEST, John",ALP,12751,57.8
NSW,East Sydney,"WILSON, John",NAT,9327,42.2
NSW,Eden-Monaro,"BROWN, Harry",ALP,9770,48.8
NSW,Eden-Monaro,"CHAPMAN, Hon Austin",NAT,10253,51.2
NSW,Gwydir,"BELL, James",IND,1992,9.5
NSW,Gwydir,"CUNNINGHAM, Lou",ALP,10333,49.1
NSW,Gwydir,"WEBSTER, Hon William",NAT,8699,41.4
NSW,Hume,"F&S, Charles Milthorpe",IND,5149,23.1
NSW,Hume,"MOLONEY, Parker",ALP,11702,52.6
NSW,Hume,"SCAMBLER, Andrew",IND,125,0.6
NSW,Hume,"TOWNSEND, Edwin",NAT,5288,23.8
NSW,Hunter,"CHARLTON, Matthew",ALP,13692,58.9
NSW,Hunter,"LEE, John",NAT,9558,41.1
NSW,Illawarra,"BURNS, George",IND,2075,6.8
NSW,Illawarra,"LAMOND, Hector",NAT,15419,50.6
NSW,Illawarra,"MARSHALL, Thomas",IND,446,1.5
NSW,Illawarra,"SHEILES, Bertie",ALP,12520,41.1
NSW,Lang,"JOHNSON, Hon Elliot",NAT,18939,57.3
NSW,Lang,"MOATE, Archibald",ALP,14105,42.7
